id,nom,email,adresse,wilaya,code_wilay,Latitude,Longitude,tel,fax,n_ccp,n_cc
"101",621- AP EL BIAR,apelbiar621@bna.dz,16 Av Messaoud Taleb et fils ex Carnot El Biar - Alger,Alger,"16",36.770499500000000,3.026672900000000,(021) 92 82 23/ 021 92 21 17 - (021) 92 70 12 - (021) 92 47 69 - (021) 92 70 10 - (021) 92 70 09,(021) 92 70 12 - (021) 92 47 69 - (021) 92 70 10 - (021) 92 70 09,,
"102",622 - Agence El Quods,agelquods622@bna.dz,Centre des affaires El Quods Niveau M2 Aile Sud - Cheraga,Alger,"16",36.770683099999999,2.960113200000000,(021) 34 11 28/ 29/ 30/ 35,(021) 34 11 35 - (021) 34 11 36,,
"103",623 - AP Ben M’hidi,apbenmhid623@bna.dz,64 - Rue Larbi Ben Mhidi - 16000 Alger,Alger,"16",36.774406599999999,3.058884800000000,(021) 71 50 98 - (021) 73 79 69 - (021) 73 15 23 - (021) 73 79 70,(021) 73 15 19,,
"104",626 - AP AGHA,a.agha626@bna.dz,Gare SNTF Agha - 16000 Alger,Alger,"16",36.768604799999999,3.057189500000000,(021) 71 99 94 - (021) 71 39 16,(021) 71 99 94 - (021) 71 39 16,,
"105",640 - AP BORDJ EL KIFFAN,apbordjelkiffan640@bna.dz,Hôtel des Finances – Ave du 1er Novembre - BP 175/ 16120 Bordj El Kiffan,Alger,"16",36.761160699999998,3.232259300000000,(023) 80 12 67 /68 /70 /72 /82,(023) 80 12 71,,
"106",635 - Agence Hussein Dey,aphusseindey635@bna.dz,8 - Rue Amar Mekkid Hussein Dey – 16040 Alger,Alger,"16",36.741544500000003,3.098719700000000,(023) 77 19 44/ 45/ 61/ 65,(023) 77 19 44/ 61,,
"107",638 - Agence BIRKHADEM,,30 - Rue des frères Djillali Birkhadem - W. ALGER -,Alger,"16",36.716636999999999,3.049828600000000,023.45.24.61 - 023.45.23.32 - 023.45.23.26 - 023.45.23.59,023.45.24.70 - 023.45.23.23,,
"108",653 - Agence AIN OUSSERA,againoussera653@bna.dz,Lot Ali Amar - Rue Principale - 17200 Ain Oussera - W.Djelfa,Djelfa,"17",35.448715499999999,2.907355200000000,(027) 80 15 29 - (027) 80 15 17 - (027) 82 71 26 - (027) 80 15 36,(027) 80 15 37/ 35,"3906.44",17 01 01
"109",654 - AP DJELFA,apdjelfa654@bna.dz,Bd Emir AbdelKader - 17000 Djelfa,Djelfa,"17",34.670395599999999,3.250376100000000,(027) 92 37 86 - (027) 92 38 11,(027) 92 39 52,"3907.55",17 01 02
"110",841 - Agence EL MILIA,agelmilia841@bna.dz,55 Ave Zirout Youcef - 18100 El Milia – Jijel,Jijel,"18",36.753120500000001,6.267672600000000,(034) 52 82 92/ 94/ 96,(034) 52 82 92/ 94/ 964,"3905.08",18 01 02
"111",671 - Agence JIJEL,agjijel671@bna.dz,01 Ave Emir Abdelkader - BP 92 18000 Jijel,Jijel,"18",36.822776900000001,5.765408600000000,(034) 47 20 11 - (034) 47 65 78 - (034) 47 20 17,(034) 47 44 20 - (034) 47 20 17,"3908.69",18 01 01
"113",702 - Agence AIN EL KEBIRA,againelkebira702@bna.dz,Cité des 100 Logts - Bt D - 19400 Ain El Kebira - W. Sétif,Setif,"19",36.369568399999999,5.507510500000000,(036) 59 62 00 - (036) 59 66 13 - (036) 59 66 12 - (036) 59 62 72,,3905.52 / 62,19 01 02
"114",703 - Agence SETIF,agsetif703@bna.dz,500 Logts Hachemi Sétif -W. SETIF-,Setif,"19",36.201313800000001,5.421938500000000,(036) 63 14 81 - (036) 63 15 00 - (036) 63 15 01,(036) 63 15 02,3900.51 / 28,19 01 03
"115",704 - AP SETIF,apsetif704@bna.dz,Cité Bouaroua 29 - rue Zeghlaoui Rabah- 19000 Sétif,Setif,"19",36.192850700000001,5.434543200000000,(036) 66 96 20 / 21 - (036) 66 96 25 - (036) 66 96 24,(036) 66 96 05 - (036) 66 96 24,3900.51 / 28,19 01 01
"116",706 - Agence EL EULMA,ageleulma706@bna.dz,Rue mustapha ahmed bendadi - El Eulma 19600 W. Sétif,Setif,"19",36.144309900000003,5.693135600000000,(036) 47 15 95 - (036) 47 11 45/ 65/ 66/ 89,(036) 47 11 11,3907.48 / 93,19 01 07
"117",711 - Agence SETIF,agsetif711@bna.dz,Cité financière Avenue de I'ALN 19000 Sétif,Setif,"19",36.194674300000003,5.411995300000000,(036) 51 22 06/ 28/ 32,(036) 51 22 28,3900.5 / 28,19 01 05
"118",712 - Agence Park Mall,agparkmall712@bna.dz,Centre commercial et de loisir park Mall Cne Setif,Setif,"19",36.190845299999999,5.410209000000000,(036) 81 40 72 /73 /74,(036) 81 40 75,,
"119",724 - Agence SAIDA,,11 Rue Chebli Mokhtar - 20000 Saïda,Saïda,"20",34.841520699999997,0.145605500000000,(048) 41 34 51/ 59/ 76 - (048) 41 30 21,(048) 41 34 76/ 82,"3900.62",20 01 01
"120",485 - Agence AZZABA,agazzaba485@bna.dz,Bd Mohamed Boudiaf - 21300 Azzaba W.Skikda,Skikda,"21",36.743573400000002,7.111823100000000,(037) 95 04 17/ 18/ 19/ 21,(037) 95 04 18,"3916.06",21 01 03
"121",487 - Agence COLLO,agcollo487@bna.dz,Rue de Palestine - 21200 Collo,Skikda,"21",36.998161400000001,6.555716800000000,(038) 90 53 48/ 49/ 50,(038) 90 53 48/ 49,3952.00 / 46,21 01 02
"122",743 - AP SKIKDA,apskikda743@bna.dz,Les Allées - Cité du 20 Août 1955 21000 Skikda,Skikda,"21",36.862718699999981,6.909474300000000,(038) 70 77 65 - (038) 70 28 77/ 83 - (038) 70 12 60/ 67 - (038) 72 15 58,(038) 70 28 83 - (038) 72 24 43,"3908.92",21 01 01
"123",744 - Agence SKIKDA,agskikda744@bna.dz,26 Rue Didouche Mourad – W. Skikda,Skikda,"21",36.768298000000001,3.054138700000000,(038) 76 15 11 - (038) 76 15 16,(038) 76 15 14 - 76 15 08,,
"124",773 - AP SIDI BEL ABBES,apsidibelabbes773@bna.dz,09 Rue Ali Boumendjel - BP 57 - 22000 Sidi Bel Abbès,Sidi Bel Abbès,"22",35.190262599999997,-0.632673100000000,(048) 74 20 68/ 69,(048) 74 20 80,"3908.25",22 01 01
"125",482 - Agence ANNABA,agannaba482@bna.dz,Cité du 08 Mars -B Plaine Ouest Annaba,Annaba,"23",36.890707599999999,7.730891799999998,(038) 43 76 78 - (038) 41 76 80 - (038) 41 25 40,(038) 43 76 86 - (038) 41 25 40,,
"126",810 - AP ANNABA,apannaba810@bna.dz,Place de l'Esplanade - 23000 Annaba,Annaba,"23",36.914208100000003,7.742667300000002,(038) 45 58 98 - (038) 45 59 04/ 05/ 06,(038) 45 58 97 - (038) 54 59 02,3905.13 / 46,23 01 02
"127",811 - AP ANNABA,apannaba811@bna.dz,17 Cours de la Révolution - BP 30.93 RP - 23000 Annaba,Annaba,"23",36.899226700000000,7.760608000000000,(038) 45 94 14/ 28/ 40,(038) 45 94 15,3900.56/52,23 01 01
"128",813 - Agence ANNABA,agannaba.b.813@bna.dz,Angle des rues Tindjoub et Hassiba Beida - 23000 Annaba,Annaba,"23",36.914208100000003,7.742667300000002,(038) 44 18 72 - (038) 44 42 97 - (038) 44 02 81,(038) 44 18 72 - (038) 44 34 00,,23 01 03
"129",815 - Agence EL BOUNI,agelbouni815@bna.dz,19 Cité des 850 Logts - El Bouni - 23000 Annaba,Annaba,"23",36.851287999999997,7.742281600000000,(038) 56 94 88/ 97,(038) 56 94 87,,23 01 04
"130",816 - Agence GUELMA,agguelma816@bna.dz,Rue Zedadra Hocine - 24000 Guelma,Guelma,"24",36.462279299999999,7.431548200000000,(037) 15 00 61 (037)15 00 57 / 62,(037) 15 00 55 - 15 00 59,3900.54 / 40,24 01 01
"131",488 - Agence OUED ZENATI,agouedzenati488@bna.dz,Cité 50 Logts - BP 02 - 24300 Oued Zenati,Guelma,"24",36.310034700000003,7.165736200000000,(037) 27 53 33 - (037) 27 55 13 - (037) 27 44 34,(037) 27 41 27 - (037) 18 00 61/ 62,3913.11 / 33,24 01 02
"132",832 - Agence CONSTANTINE PYRAMIDE,agpyramide832@bna.dz,Avenue de l’Indépendance (Coudiat) - 25000 Constantine,Constantine,"25",36.362245000000001,6.605566100000000,(031) 93 21 90,(031) 91 21 59,"3902.69",25 01 03
"133",835 - Agence EL KHROUB,agelkhroub835@bna.dz,Cité administrative n° 761 Partie B El Khroub Constantine,Constantine,"25",36.259331400000001,6.701453700000000,(031) 76 73 19 - (031) 76 73 17 - (031) 76 73 73,(031) 76 73 17 - (031) 76 73 73,3907.29 / 87,25 01 04
"134",844 - Agence DAKSI,agdaksi844@bna.dz,Cité Mentouri (ex- Le Bosquet) Sidi Mabrouk - 25000 Constantine,Constantine,"25",36.359388199999998,6.638903100000000,(031) 62 47 88 - (031) 62 47 90 - (031) 61 24 70,(031) 62 47 90 - (031) 61 24 70,3915.66 / 81,25 01 07
"135",845 - AP CONSTANTINE,apconstantine845@bna.dz,01 Place du 1er Novembre – Constantine,Constantine,"25",36.365525499999997,6.610169100000000,(031) 87 31 36 - (031) 87 22 16,(031) 87 31 36 - (031) 64 22 16,3900.76 / 58,25 01 01
"136",848 - Agence HAMMA BOUZIANE,aghammabouziane848@bna.dz,191 Ave. de l'ALN - Hamma Bouziane Constantine,Constantine,"25",36.370049000000009,6.642211700000000,(031) 84 06 11/ 41/ 42/ 43/ 44/ 46,(031) 84 06 17,"3907.36",25 01 06
"137",850 - AP FILLALI,agfilali850@bna.dz,Cité des Frères Fillali - 25005 Constantine,Constantine,"25",36.357005200000003,6.639028200000000,(031) 92 92 22 - (031) 92 92 24,(031) 92 63 50,"3902.69",25 01 05
"138",840 - AP AIN SMARA,apainsmara840@bna.dz,Lot Communal n°158 - 25140 Aïn Smara,Constantine,"25",36.280339599999998,6.517625900000000,(031) 97 38 15 /17 - 97 43 95 - (031) 97 38 37 / 44 - (031) 97 38 71,(031) 97 43 95,3903.77 / 80,25 01 02
"139",834 - Agence AIN EL BEY,againelbey834@bna.dz,Lotissement UV 07 Ali Mendjeli - Constantine,Constantine,"25",36.253830299999997,6.565893500000000,(031) 77 67 00 (031) 77 66 78,(031) 77 67 02,,
"140",849 - Agence BERROUAGHIA,agberroughia849@bna.dz,Cité des 400 Logts – Berrouaghia - W. Médéa,Médéa,"26",36.139797799999997,2.918994200000000,(025) 77 67 69 - (025) 77 67 71 - (025) 77 67 72,(025) 77 67 70,"3900.35",26 01 01
"141",851 - AP MEDEA,apmedea851@bna.dz,01 Rue des Frères Bachène - 26000 Médéa,Médéa,"26",36.269149599999999,2.761627300000000,(025) 80 40 55 - (025) 80 40 56 - (025) 80 40 66 - (025) 80 40 63 - (025) 80 40 60,(025) 80 40 67 - (025) 80 40 62 - (025) 80 40 61,"3901.04",26 01 02
"142",857 - Agence BERROUAGHIA,agberrouaghia857@bna.dz,Complexe POVAL (Ex : Sonacome) 26600 Berrouaghia - W. Médéa,Médéa,"26",36.135352599999997,2.934763900000000,(025) 57 91 55,(025) 57 91 30,"3903.89",26 01 03
"143",858 - Agence KSAR EL BOUKHARI,agksarelboukhari858@bna.dz,Bd Ahmed Zouaoucha - 17200 Ksar El Boukhari - W. Médéa,Médéa,"26",35.876377300000001,2.748844700000000,(025) 69 19 43/ 44 - (025) 69 23 55 - (025) 69 23 10,(025) 69 23 22 - (025) 69 19 40,"391722",26 01 04
"144",871- Agence MOSTAGANEM,agmostaganem871@bna.dz,12 Rue Benhamdada Sadek Immeuble Le Dahra - 27000 Mostaganem,Mostaganem,"27",35.930351199999997,0.083154300000000,(045) 42 77 39/ 40/ 45/ 47,(045) 42 77 43/ 41,3911.62 / 50,27 01 01
"145",876 - AP MOSTAGANEM,apmostaganem876@bna.dz,01 Ave Benyahia Belkacem - Palais Consulaire - 27000 Mostaganem,Mostaganem,"27",35.931491100000002,0.090828700000000,(045) 41 34 02 /03 /04 (045) 41 32 32,(045) 41 34 07/ 00,"3900.72",27 01 02
"146",878 - Agence MOSTAGANEM,agmostaganem878@bna.dz,Rue Bensâadoune Menouar Face Cinéma Afrique - 27000 Mostaganem,Mostaganem,"27",35.931145399999998,0.090941400000000,(045) 41 64 51/ 52/ 53/ 55,(045) 41 64 52/ 53,,27 01 04
"147",701 - Agence BOUSSAADA,agbousaada701@bna.dz,Centre Commercial - 28200 Boussaâda - W. M'Sila,M'Sila,"28",35.216351600000003,4.181463000000000,(035) 43 41 22/ 23,(035) 43 41 22,3907.35 / 76,28 01 02
"148",707 - Agence AIN EL MELH,againelmelh707@bna.dz,Centre Commercial - 28400 Ain El Melh - W. M'Sila,M'Sila,"28",34.846720200000000,4.161803900000000,(035) 47 85 41,(035) 47 84 48,3913.36 / 92,28 01 03
"149",708 - Agence SIDI AISSA,agsidiaissa708@bna.dz,Cité du 5 juillet Route Nationale n°08 - 28002 Sidi Aïssa - W. M'Sila,M'Sila,"28",35.885157000000000,3.774373000000000,(035) 40 54 52/ 67/ 72 - (035) 40 60 33,(035) 40 54 72,3907.37 / 84,28 01 07
"150",901 - Agence M'SILA,agmsila901@bna.dz,Cité administrative rue Chenouf Abdelkader - 28000 M'Sila,M'Sila,"28",35.718664599999997,4.523342300000000,(035) 33 85 38 - (035) 33 88 06 - (035) 33 88 71 - 33 85 79,(035) 33 85 16,3911.31 / 31,28 01 01
"151",546 - Agence SIG,agsig546@bna.dz,N° 177 Boulevard de l’indépendance SIG - 29300 - W. Mascara,Mascara,"29",35.531361400000002,-0.189445800000000,(045) 64 97 88 / 64 98 22,(045) 64 97 51,,
"152",920 - Agence MASCARA,agmascara920@bna.dz,Place Emir Abdelkader -29000 Mascara,Mascara,"29",35.402098799999997,0.140025700000000,(045) 75 28 67/ 62/ 61/ 70,(045) 75 28 74/ 69,"3908.64",29 01 01
"153",877 - Agence TIGHENIF,agtighenif877@bna.dz,27 Rue des Martyrs - 29200 Tighennif,Mascara,"29",35.415373470356549,0.331317648270423,(045) 97 15 12/ 11/ 14,(045) 97 15 10,"3911.90",29 01 02
"154",921 - Agence MOHAMMADIA,agmohammadia921@bna.dz,122 Avenue Larbi Ben M’hidi (Route d’Alger) - 29400 Mohammadia,Mascara,"29",35.591909600000001,0.065420000000000,(045) 94 32 14/ 12,(045) 94 32 10,,
"155",941 - Agence TOUGGOURT,agtouggourt941@bna.dz,Avenue du 1er Novembre - 30200 Touggourt - W. de Ouargla,Ouargla,"30",33.104964199999998,6.066283400000000,(029) 66 26 01/ 27/ 52,(029) 66 25 37,"3913.74",30 01 02
"156",943 - Agence OUARGLA - B,agouarglab943@bna.dz,Avenue Chenine Kaddour - BP 84 30000 Ouargla,Ouargla,"30",31.955056800000001,5.336307200000000,(029) 70 07 86 - (029) 70 57 73 - (029) 70 59 21,(029) 70 59 22,"3914.72",30 01 04
"157",944 - Agence OUARGLA,agouargla944@bna.dz,Avenue Colonel Si El Haouès - Ouargla,Ouargla,"30",31.952741100000001,5.333534800000000,(029) 70 12 47 - (029) 70 36 77,(029) 70 36 76,,30 01 05
"158",946 - AP OUARGLA,apouargla946@bna.dz,Avenue de l'ALN - 30000 Ouargla,Ouargla,"30",31.959149400000001,5.327765200000000,(029) 70 15 12 - (029) 76 21 04 - (029) 70 14 11 - (029) 70 18 97 - (029) 70 21 19,(029) 76 21 04 - (029) 70 81 16,3905.05 / 49,30 01 01
"159",947 - Agence HASSI MESSAOUD,aghassimessaoud947@bna.dz,Cité des 1850 Logts - 30100 Hassi Messaoud - W. Ouargla,Ouargla,"30",30.985909100000001,5.749381300000000,(029) 79 15 03 - (029) 79 15 01 - (029) 79 15 02,(029) 79 15 00,"3913.74",30 01 03
"160",900 - Agence HAI ESSALEM,aghaiessalem900@bna.dz,04 Place Essalem Hassiba Ben Bouali - lot n°2 Hai Essalem - W. d'Oran,Oran,"31",35.676872699999997,-0.638777800000000,(041) 35 83 78 - 35 32 43,(041) 35 83 79,,
"161",951 - AP ORAN SOUMMAM,aporansoummam951@bna.dz,04 - Boulevard de la Soummam - Hai El Amir - Oran,Oran,"31",35.703075499999997,-0.647174100000000,(041) 36 16 99,(041) 29 33 26,"3900.52",31 01 01
"162",953 - Agence ORAN BEN M'HIDI,agoranbenmhidi953@bna.dz,90 Rue Larbi Ben M'Hidi - 31009 Oran,Oran,"31",35.703128100000001,-0.636413000000000,(041) 33 21 38,(041) 33 55 63 - (041) 33 35 59,"3909.31",31 01 04
"163",954 - Agence ARZEW,agarzew954@bna.dz,Bd Emir Abdel Kader - 31200 Arzew - W. d'Oran,Oran,"31",35.857744300000000,-0.309660600000000,(041) 77 15 46,(041) 77 15 44/ 45/ 47,"3908.70",31 01 03
"164",957 - Agence ORAN,agoran957@bna.dz,54 Ave Aspirant Hamou Mokhtar - 31017 Oran St Eugène,Oran,"31",35.698467000000001,-0.625201000000000,(041) 28 22 66,(041) 28 31 52,"3903.73",31 01 02
"165",958 - Didouche Mourad,agoran958@bna.dz,14 Bd Didouche Mourad -31026 Oran,Oran,"31",35.698002899999999,-0.645341000000000,(041) 40 78 96,(041) 40 53 62 - (041) 40 29 26,"3903.74",31 01 07
"166",960 - AP ORAN Djillali,aporankhemisti960@bna.dz,06 Rue Ain Temouchent - 31024 Oran,Oran,"31",35.299269799999998,-1.139279200000000,(041) 36 19 68,(041) 36 19 74,"3910.50",31 01 06
"167",962 - Agence ES-SENIA,agessenia962@bna.dz,Aérogare Es-Senia - BP 14 - 31100 Es Senia - W.Oran,Oran,"31",35.620247599999999,-0.606133000000000,(041) 59 11 52,(041) 59 10 69,,31 01 11
"168",963 - Agence OUED TLELAT,agouedtlelat963@bna.dz,Rue des Invalides 31140 Oued Tlelat - W. Oran,Oran,"31",35.552234899999988,-0.448799700000000,(041) 17 72 20,(041) 17 72 17,"3914.81",31 01 14
"169",965 - Agence ES-SENIA Ville,agesseniaville965@bna.dz,Rue Gherras Bouazza 31100 Es Senia - W.d'Oran,Oran,"31",35.649201800000000,-0.606227700000000,(041) 56 37 35,(041) 56 37 30,"3913.39",31 01 12
"170",966 - AP ORAN sidi el houari,aporandjillali966@bna.dz,21 Bd KHEDIM Mustapha - Sidi El Houari - 31024 Oran,Oran,"31",35.703672800000000,-0.652606200000000,(041) 15 32 87 - (041) 15 35 32,(041) 15 32 88,"3912.41",31 01 10
"171",967 - Agence AÏN EL TURCK,againelturck967@bna.dz,Niche n°1404 - Trouville - 31009 Aîn El Turck - W.d'Oran,Oran,"31",35.742739700000001,-0.773149800000000,(041) 44 62 21/23,(041) 44 62 24,,31 01 15
"172",952 - Agence ORAN « Boulanger »,a.oranboulanger952@bna.dz,48 - Avenue de l’ANP – 31006 Oran,Oran,"31",35.680469199999997,-0.643688100000000,(041) 34 38 66,(041) 24 28 05,,
"173",955 - Agence MISSERGHIN,agmisserghin955@bna.dz,Centre commercial -31180 Misserghin – W.d’Oran,Oran,"31",35.634663699999997,-0.599201900000000,(041) 49 03 53,(041) 19 04 34 - (041) 19 03 53,,
"174",969 - Agence OUED TLELAT,agouedtlelat969@bna.dz,Zone industrielle .W oran,Oran,"31",35.646347200000001,-0.596736900000000,(041) 18 70 62 (041) 18 70 63,(041) 18 70 61,,
"175",726 - Agence El Bayadh,agelbayadh726@bna.dz,06 Rue Bey Boukhobza - 32000 El Bayadh,El Bayadh,"32",33.685414899999998,1.030354300000000,(049) 61 19 92 - (049) 61 19 86,(049) 61 19 87,"3900.12","320101"
"176",945 - Agence DJANET,agdjanet945@bna.dz,76 Ave du Centre-Ville 33100 Djanet - W.lllizi,Illizi,"33",26.477586299999999,8.477632600000000,(029) 48 55 78 - (029) 48 56 03,(029) 47 61 46 - (029) 48 55 90,"3911.04","330101"
"177",948 - Agence Illizi,agillizi948@bna.dz,Avenue place El Maghreb ELarabi Illizi C.P. 33000,Illizi,"33",26.477586299999999,8.477632600000000,(029) 41 16 00 - (029) 41 15 96/ 98,(029) 41 15 97,,
"178",705 - Agence BORDJ BOU ARRERIDJ,agbordj705@bna.dz,N°1 et 2 Rue Zioui Abdelhamid - 34000 B.B.A,Bordj Bou Arreridj,"34",36.073769400000003,4.761400900000000,(035) 73 50 67 - 73 50 80 - (035) 73 50 81 - (035) 73 50 76 - (035) 73 50 50,(035) 73 50 50/ 75,3907.53 / 78,"340101"
"179",642- Agence DELLYS,agdellys642@bna.dzgdellys642@bna.dz,Cité les Jardins - 35004 Dellys - W. Boumerdès,Boumerdes,"35",36.918700399999999,3.888287400000000,(024) 76 48 94/ 95,(024) 76 48 95,"3913.57","350104"
"180",643 - Agence BORDJ MENAIEL,agbordjmenaiel643@bna.dz,Rue Larbi Boualem - Bordj Menaïel - 35001 Boumerdès,Boumerdes,"35",36.743399300000000,3.719551800000000,(024) 78 47 84/ 85/ 83/ 86,(024) 78 47 83/ 86,"3907.27","350102"
"181",631 - Agence THENIA,agthenia631@bna.dz,Rue des Frères BENZERGA Si Mustapha - W. Boumerdès,Boumerdes,"35",36.722230699999997,3.619779000000000,(024) 71 02 70/ 71/ 72,(024) 81 04 70/ 72,,
"182",645 - Agence BOUMERDES,agboumerdes645@bna.dz,Centre Commercial El Yasmine - 35000 Boumerdès,Boumerdes,"35",36.753680099999997,3.473081700000000,(024) 79 77 33 - (024) 79 79 51/ 52,(024) 79 79 53,3905.17 / 27,"350103"
"183",489 - Agence EL TARF,ageltarf489@bna.dz,Lot N° 09 - 36000 El Tarf,El Tarf,"36",36.757667800000000,8.307634300000000,(038) 30 25 20/ 33 - (038) 30 25 36,(038) 60 25 20 - (038) 30 25 36,,
"184",812 - Agence EL KALA,agelkala812@bna.dz,Rue du Sahara - 36100 El Kala - W. EI Tarf,El Tarf,"36",36.885675399999997,8.440818699999999,(038) 36 21 93 - (038) 36 33 53 - (038) 36 31 00 - (038) 36 29 23 - (038) 36 15 99,(038) 36 21 93 - (038) 36 33 53,,
"185",411 - Agence TINDOUF,agtindouf411@bna.dz,Bd du 1er Mai cité Guessabi - 37000 Tindouf,Tindouf,"37",27.671915899999998,-8.139800299999999,(049) 37 07 70,(049) 37 07 69,39 12 89 / 94,"370101"
"186",277 - Agence TISSEMSILT,agtissemsilt277@bna.dz,Avenue du 1er Novembre -38000 Tissemsilt,Tissemsilt,"38",35.605378100000003,1.813098000000000,(046) 57 67 69/ 66,(046) 57 67 65/ 66,"3913.814","380101"
"187",710 - Agence EL OUED,ageloued710@bna.dz,Cité des 400 Logts - Av du 05 juillet 1962 BT 19 n° 02 - El Oued – 39000,El Oued,"39",33.367811000000003,6.851651100000000,(032) 14 11 21/ 23,(032) 14 11 20/ 19,3907.49 / 97,"390101"
"188",315 - Agence KHENCHELA,agkhenchela315@bna.dz,Cité des 90 Logts -Bloc administratif - Khenchela,Khenchela,"40",35.426940399999999,7.146015500000000,(032) 72 75 37/ 39 - (032) 72 75 36,(032) 72 75 36 - 72 75 37/39,,
"189",323 - Agence KHENCHELA,agkhenchela323@bna.dz,Avenue du 1er novembre route des poids lourds - W. Khenchela,Khenchela,"40",35.426940399999999,7.146015500000000,(032) 72 61 36 - (032) 72 61 37 - (032) 72 75 86,,3910.71 / 45,"400101"
"190",814 - Agence SOUK AHRAS,agsoukahras814@bna.dz,Place de L'Indépendance - 41000 Souk Ahras,Souk Ahras,"41",36.280106199999999,7.938403300000000,(037) 71 80 59/ 60/ 61/ 62 - (037) 71 05 00,(037) 71 80 60,3913.24 / 50,"410101"
"191",427 - Agence CHERCHELL,agcherchell427@bna.dz,Route Nationale n°11 - Lot n°91- Partie n°2 Parcelle n°03 42100 Cherchell - W. Tipaza,Tipaza,"42",36.595573799999997,2.252501500000000,(024) 34 80 42/ 44 - (024) 34 82 27,(024) 34 80 41,"3910.81","420101"
"192",438 - Agence TIPAZA,agtipaza438@bna.dz,RUE DE LA GENDARMERIE TIPAZA. W. TIPAZA,Tipaza,"42",36.591825999999998,2.451130500000000,(024) 37 06 52/ 06,(024) 37 06 51,"3905.10","420103"
"193",439 - Agence HADJOUT,aghadjout439@bna.dz,Cimetière Chrétien Lot n°16 Route de Meurad Hadjout - W.TIPAZA.,Tipaza,"42",36.504062400000002,2.421334500000000,(024) 39 77 74 - (024) 39 76 56,(024) 39 77 74,"3907.50","420104"
"194",441 - AP KOLEA,apkolea441@bna.dz,16 Rue Souidani Boudjemâa - 42400 Koléa - W.Tipaza,Tipaza,"42",36.636119500000000,2.768579100000000,(024) 38 06 98/ 85,(024) 38 06 98/ 85,"3906.41","420102"
"195",444 - Agence BOU ISMAIL,agbouismail444@bna.dz,ROUTE NATIONALE N°11 COTE SUD BOU ISMAIL - W.Tipaza,Tipaza,"42",35.696889599999999,-0.609041600000000,(024) 32 61 30/ 31/ 32,(024) 32 61 23/ 24,,
"196",843 - Agence Chelghoum El Aid,agchelghoum843@bna.dz,CitéAffes Ahmed - route Nationale N°5 - Chelghoum El Aid,Mila,"43",36.163559900000003,6.183755900000000,(031) 52 91 75 - (031) 42 76 79,(031) 42 76 72,,
"197",846 - Agence MILA,agmila846@bna.dz,Rue Dehili Salah - 43000 Mila,Mila,"43",36.451692999999999,6.264824700000002,(031) 47 39 71 à 72,(031) 47 39 71 à 72,3907.09 / 77,"430101"
"198",833 - Agence TADJENANET,agtadjenanet833@bna.dz,RN n°5 - Cité Ezzaradeb - 43220 Tadjenanet - W.Mila,Mila,"43",36.121832800000000,5.985242100000000,(031) 53 21 12 / 33 à 39 - (031) 40 37 16/ 17,(031) 53 21 38 (031) 53 21 34,,"430102"
"199",262 - Agence MILIANA,agmiliana262@bna.dz,Rue Emir Abdelkader - 44200 Miliana,Aïn Defla,"44",36.308026699999999,2.228407000000000,(027) 64 92 13 - (027) 64 07 48 - (027) 64 01 63,(027) 64 01 63 - (027) 64 00 98,"3900.86","440103"
"200",268 - AP AIN DEFLA,apaindefla268@bna.dz,Bd Emir Abdelkader - BP 78 - 44000 Ain Defla,Aïn Defla,"44",36.250942899999998,1.939381500000000,(027) 50 61 25/ 26/ 29,(027) 50 61 32/ 34,"3910.86","440101"
"201",272 - Agence EL ATTAF,agelattaf272@bna.dz,32 - Rue Med Khemisti - Route Nationale N° 04 - 44300 El Attaf,Aïn Defla,"44",36.225829099999999,1.673711300000000,(027) 63 26 71 - (027) 63 21 76,(027) 63 21 76 - (027) 62 15 55,"3911.07","440102"
"202",278 - Agence KHEMIS MILIANA,,Rue Djitli Mohamed 44225 Khemis Miliana,Aïn Defla,"44",36.260982800000001,2.234357800000000,(027) 56 20 62 - (027) 56 22 33,(027) 56 20 65,"3915.01","440104"
"203",725 - Agence MECHERIA,agmecheria725@bna.dz,05 Rue BendahouTahar BP 262 45002 Mecheria - Naama 45002,Naâma,"45",33.542837599999999,-0.275112300000000,(049) 57 52 28 - (049) 57 41 20 - (049) 57 41 48,(049) 57 48 85,"3907.58","450102"
"204",727 - Agence Ain Sefra,againsefra727@bna.dz,Place Colonel Lotfi 45001 Ain Sefra - W. Naama,Naâma,"45",32.759116900000002,-0.578262100000000,(049) 56 11 21 - (049) 56 11 32,(049) 56 10 70 - (049) 56 11 21,"3904.81","450101"
"205",730- Agence NAAMA,,Cité 164 logements - rue Haddad Benziane - Tranche 04 - section n°09 Naama - W. Naama,Naâma,"45",33.266731700000001,-0.312865900000000,(049) 59 67 57 - (049) 59 67 56 - (049) 59 67 59 - (049) 59 67 60,(049) 59 67 61 - (049) 59 67 58,,
"206",728 - Agence Ain Temouchent,againtemouchent728@bna.dz,24 Rue Maghnia Sandid Fatma - 46000 AïnTémouchent,Aïn Témouchent,"46",35.291200181993005,-1.141149647905119,(043) 78 25 66 - (043) 78 12 81 - (043) 78 21 89,(043) 78 55 10,"3914.99","460103"
