num,address,lat,lon,tel,name,wilaya,code
"171","BLIDA,Rue 11 Decembre,Blida",36.4887391,2.8213773,025 23 37 24  - 025 23 37 39  - 025 23 37 44  - 025 23 37 47  - 025 23 37 50  - 025 23 37 53  - 025 23 37 56  - 025 23 37 58  - 025 23 37 60  - 025 23 37 62  - 025 23 37 66  - 025 23 37 67  - 025 23 37 68  - 025 23 37 71  - 025 23 37 73  - 025 23 37 76  - 025 23 38 94  - 025 23 39 78  - 025 23 55 53,Direction IMPOTS,Blida,"9"
"172","OULED YAICH,Cite 1er Mai,Blida",36.4948974,2.8456414,"25204301",DES IMPOTS CENTRE,Blida,"9"
"173","OULED YAICH,Cité 1er Mai (1000 Logts),Blida",36.495724,2.846564,025 26 27 94  - 025 26 27 95,. IMPOTS Direction,Blida,"9"
"174","OUED EL ALLEUG,Oued El Alleug,Blida",36.5558964,2.7896308,"25261283",. IMPOTS Direction,Blida,"9"
"175","MOUZAIA,Rue Issaad mohamed,Blida",36.4669121,2.6898596,"25373675",. RECETTE DE MOUZAIA RECETTE DES IMPOTS INTERCOMMUNALE,Blida,"9"
"176","LARBAA (BLIDA),Blida",36.5651532,3.1539961,025 33 00 70  - 025 33 00 71  - 025 33 00 73  - 025 33 00 74  - 025 33 00 76  - 025 33 00 78  - 025 33 00 79  - 025 33 00 80,. IMPOTS,Blida,"9"
"177","14,OUED EL ALLEUG,Rue Salhi,Blida",36.5558964,2.7896308,"25438182",. IMPOTS Direction,Blida,"9"
"178","D.IMPOTS,MOUZAIA,Rue Mabsout Rabah,Blida",36.4669121,2.6898596,025 24 34 70  - 025 24 36 54  - 025 24 36 55  - 025 24 36 56  - 025 24 36 57  - 025 24 36 58  - 025 24 36 59  - 025 24 36 60  - 025 24 82 62,ORG DIRECTION DES IMPOTS W.BLIDA,Blida,"9"
"179","AIN BESSEM,Rue Aligui Makhlouf,Bouira",36.3337514,3.687402,"26875147",. IMPOT,Bouira,"10"
"180","DGSN,BOUIRA,Rue du 20 Aout,Bouira",36.3737479,3.8943757,"26727700",. IMPOT,Bouira,"10"
"181","ILOT 19,SOUR EL GHOZLANE,Rue Emir Abdelkader,Bouira",36.1508804,3.7074189,"26756973",. IMPOT,Bouira,"10"
"182","ILO 73,LAKHDARIA,Rue Larbi Ben M'hidi,Bouira",36.5660649,3.5960213,"26712170",. IMPOT,Bouira,"10"
"183","BOUIRA,Lotissement Draa El Bordj,Bouira",36.3697163,3.8862138,026 73 23 77  - 026 73 23 82  - 026 73 24 95,. IMPOT,Bouira,"10"
"184","BT 1,SOUR EL GHOZLANE,Technicum,Bouira",36.1508804,3.7074189,"26756940",. IMPOT,Bouira,"10"
"185","LAKHDARIA,Rue Larbi Ben M'hidi,Bouira",36.3950708,3.8858955,026 71 20 50  - 026 71 20 51  - 026 71 25 75,. IMPOT,Bouira,"10"
"186","BOUIRA,Cité Administrative,Bouira",36.3697131,3.8967178,026 73 21 95  - 026 73 24 87,. IMPOT,Bouira,"10"
"187","BOUIRA,Hotel des Finances,Bouira",36.3734276,3.8998286,026 73 24 45  - 026 73 24 78  - 026 73 24 94,. IMPOT,Bouira,"10"
"188","BT A1,BIR GHBALOU,Hai Faci Mahdi,Bouira",36.2635857,3.5870031,"26888764",. IMPOTS Recette Intercommunale,Bouira,"10"
"189","BOUIRA,Place des Martyrs,Bouira",36.3691846,3.9006194,026 73 24 46  - 026 73 24 93  - 026 74 84 98  - 026 74 88 83  - 026 74 88 84,. IMPOT,Bouira,"10"
"190","M'CHEDALLAH,Chem de Wilaya 98 Selim,Bouira",36.364496,4.2696806,026 79 34 92  - 026 79 34 93  - 026 79 38 89,. IMPOT,Bouira,"10"
"191","FINANCES,BOUIRA,Cité Administrative,Bouira",36.369395,3.8963175,"26732513",. IMPOT,Bouira,"10"
"192","M'CHEDALLAH,M'chedallah,Bouira",36.364496,4.2696806,"26794263",. IMPOT,Bouira,"10"
"193","AIN BESSEM,Hai Ben Ahmed El Hadj,Bouira",36.3337514,3.687402,"26876486",. IMPOT,Bouira,"10"
"194","9,AIN BESSEM,Rue Colonel Si M'hamed,Bouira",36.3337514,3.687402,"26879845",. IMPOT,Bouira,"10"
"195","27,BOUIRA,Rue Colonel Amirouche,Bouira",36.3778762,3.9015704,026 74 82 38  - 026 74 82 39,. IMPOT,Bouira,"10"
"196","09,BOUIRA,Rue El Intifadha,Bouira",36.3691846,3.9006194,"26749642",. IMPOT,Bouira,"10"
"197","BOUIRA,Cité Administrative,Bouira",36.3697131,3.8967178,026 73 24 47  - 026 73 24 50,. IMPOT,Bouira,"10"
"198","56,BOUIRA,Place des Martyrs,Bouira",36.3691846,3.9006194,"26749019",. IMPOT,Bouira,"10"
"199","SOUR EL GHOZLANE,Technicum,Bouira",36.374484,3.8837888,026 75 62 20  - 026 75 62 22  - 026 75 63 91,. IMPOT,Bouira,"10"
"200","9,BOUIRA,Rue Romita Mohamed,Bouira",36.3764664,3.9033995,"26748324",. IMPOT,Bouira,"10"
"201","INSPECTION,AIN BESSEM,Hai Ben Ahmed El Hadj,Bouira",36.3337514,3.687402,026 87 63 09  - 026 87 98 21,. IMPOT,Bouira,"10"
"202","LAKHDARIA,Lakhdaria,Bouira",36.5660649,3.5960213,"26704673",. IMPOT,Bouira,"10"
"203","SOUR EL GHOZLANE,Sour El Ghozlane,Bouira",36.1508804,3.7074189,"26756324",. IMPOT,Bouira,"10"
"205","DGSN,AIN SALAH,Cité FGUIGUIRA 02,Tamanrasset",27.2026311,2.4878487,"29365490",. IMPOTS Direction,Tamanrasset,"11"
"207","TAMANRASSET,Hai TAFSIT,Tamanrasset",23.0676952,6.2354407,"29326549",. IMPOTS Direction,Tamanrasset,"11"
"208","TAMANRASSET,Route IN GUEZZAM,Tamanrasset",19.5632255,5.7717952,029 31 27 12  - 029 32 61 65  - 029 32 61 66  - 029 32 61 67  - 029 32 61 69  - 029 32 61 70  - 029 32 61 71  - 029 32 61 72  - 029 32 61 73  - 029 32 61 75  - 029 32 61 76  - 029 32 61 77  - 029 32 61 78  - 029 32 61 80  - 029 32 65 50  - 029 32 65 52  - 029 32 65 53,. IMPOTS Direction,Tamanrasset,"11"
"209","TAMANRASSET,Route de IN GUEZZAM,Tamanrasset",19.5632255,5.7717952,"29326179",TAMANRASSET RECETTE DES IMPOTS,Tamanrasset,"11"
"210","INGHAR,K'SAR DJEDID,Tamanrasset",27.1030589,1.9041215,029 36 91 91  - 029 36 94 12,. IMPOTS Direction,Tamanrasset,"11"
"212","ILOT 2128,TAMANRASSET,Route IN GUEZZAM,Tamanrasset",19.5632255,5.7717952,"29326885",. IMPOTS Direction,Tamanrasset,"11"
"214","ILOT 85,AIN SALAH,Cité EL BACHIR ALIBRAHIMI,Tamanrasset",27.2026311,2.4878487,029 38 50 66  - 029 38 50 67  - 029 38 50 68,. IMPOTS Direction,Tamanrasset,"11"
"217","ILOT 1099,TAMANRASSET,Cité 175 logements DNC,Tamanrasset",22.7902972,5.5193268,"29301884",. IMPOTS Direction,Tamanrasset,"11"
"218","OUENZA,Ilot 118,Tebessa",35.9518347,8.1325283,"37678677",. IMPOTS DIRECTION TEBESSA,Tebessa,"12"
"220","BIR EL ATER,Ilot 680,Tebessa",34.749839,8.0577526,037 64 86 83  - 037 64 86 84  - 037 64 86 85  - 037 64 86 87  - 037 64 86 91,. IMPOTS DIRECTION TEBESSA,Tebessa,"12"
"222","BIR EL ATER,Cité Houari Boumedienne,Tebessa",35.4221893,8.0723927,"37645975",. IMPOTS DIRECTION TEBESSA,Tebessa,"12"
"223","BOULHAF DYR,Cite Boulhef Dyr,Tebessa",35.5569444,8.1294444,"37520366",. IMPOTS DIRECTION TEBESSA,Tebessa,"12"
"224","TEBESSA,Boulevard Emir Abdelkader,Tebessa",35.4073705,8.1133914,037 48 04 64  - 037 51 66 97  - 037 56 25 05  - 037 56 52 11  - 037 56 52 42  - 037 56 54 37  - 037 58 12 32,. IMPOTS DIRECTION TEBESSA,Tebessa,"12"
"225","CHERIA,Cite Thlidjane,Tebessa",35.2709501,7.7512926,037 62 20 53  - 037 62 20 74  - 037 62 26 93,. IMPOTS DIRECTION TEBESSA,Tebessa,"12"
"227","EL AOUINET,Cite 300 Logts,Tebessa",35.8680504,7.8861697,"37654198",. IMPOTS DIRECTION TEBESSA,Tebessa,"12"
"228","EL AOUINET,El Aouinet,Tebessa",35.8680504,7.8861697,"37652184",. IMPOTS DIRECTION TEBESSA,Tebessa,"12"
"231","TEBESSA,Hotel des Finances,Tebessa",35.425515,8.068632,037 51 60 76  - 037 51 66 88  - 037 56 54 32  - 037 56 54 41,. IMPOTS DIRECTION TEBESSA,Tebessa,"12"
"233","CHETOUANE,Hai Ancien Ain Defla,Tlemcen",34.9092277,-1.2916124,"43405844",. IMPOTS Direction,Tlemcen,"13"
"234","TLEMCEN,Rue Lieutenent Hadri Mansour,Tlemcen",34.8851181,-1.3149723,"43278787",. IMPOTS Direction,Tlemcen,"13"
"235","BAB EL ASSA,Rue 05,Tlemcen",34.9651957,-2.0312446,"43511363",. IMPOTS Direction,Tlemcen,"13"
"236","BAB EL ASSA,Rue APC,Tlemcen",34.9617325,-2.0337149,"43511297",. IMPOTS Direction,Tlemcen,"13"
"237","BAB EL ASSA,Rue De la Daira,Tlemcen",34.9651957,-2.0312446,"43511364",. IMPOTS Direction,Tlemcen,"13"
"238","CHETOUANE,Route De Chetouane,Tlemcen",34.9239124,-1.299604,"43404389",. IMPOTS Direction,Tlemcen,"13"
"239","HENNAYA,Rue Bellifa Abderrahmane,Tlemcen",34.9523096,-1.3723652,043 40 04 36  - 043 40 05 04,. IMPOTS Direction,Tlemcen,"13"
"240","TLEMCEN,Boulevard Ain Sebaa Ali,Tlemcen",34.8827754,-1.3264624,043 21 19 63  - 043 26 73 05  - 043 26 73 56  - 043 26 74 13  - 043 26 74 59  - 043 26 75 37  - 043 26 75 40  - 043 26 75 57  - 043 26 75 62  - 043 26 75 81  - 043 26 75 85  - 043 26 77 24  - 043 26 77 30  - 043 26 77 82  - 043 26 89 89  - 043 27 37 04  - 043 27 37 91  - 043 38 97 75  - 043 40 42 12  - 043 41 23 64  - 043 41 44 93  - 043 41 44 98  - 043 46 99 36  - 043 46 99 37  - 043 49 02 02  - 043 49 02 56  - 043 49 05 28  - 043 49 12 44  - 043 49 12 55  - 043 51 12 65  - 043 53 11 40  - 043 54 60 23  - 043 54 64 65,. IMPOTS Direction,Tlemcen,"13"
"241","NEDROMA,Boulevard De l'Independance,Tlemcen",34.8824938,-1.3044441,043 45 63 27  - 043 45 63 49,. IMPOTS Direction,Tlemcen,"13"
"242","REMCHI,Cité 335 Logements,Tlemcen",35.064069,-1.42638,043 43 01 84  - 043 43 02 13  - 043 43 02 24  - 043 43 02 29  - 043 43 02 84  - 043 43 03 04  - 043 43 03 07,. IMPOTS Direction,Tlemcen,"13"
"243","TLEMCEN,Rue Kacemi Abdelkrim,Tlemcen",34.8786559,-1.3083704,"43264463",. IMPOTS Direction,Tlemcen,"13"
"244","DAIRA,OULED MIMOUN,Route De Tlemcen,Tlemcen",34.9044116,-1.0342358,043 36 15 29  - 043 36 19 44,. IMPOTS Direction,Tlemcen,"13"
"245","MANSOURAH,Cité Administrative,Tlemcen",34.876702,-1.3567991,043 38 22 99  - 043 38 23 93  - 043 38 23 97  - 043 38 23 99  - 043 38 24 11  - 043 38 24 12  - 043 38 24 14  - 043 38 24 24  - 043 38 25 19,. IMPOTS Direction,Tlemcen,"13"
"246","TLEMCEN,Tlemcen",34.8828864,-1.3166815,043 26 23 58  - 043 26 23 80  - 043 26 23 94  - 043 26 24 10  - 043 26 24 43  - 043 26 24 92  - 043 26 25 05  - 043 26 27 07,. IMPOTS Direction,Tlemcen,"13"
"247","TIARET,Cité Cia La Wilaya,Tiaret",35.3603243,1.3370155,046 20 31 69  - 046 20 31 71  - 046 20 31 72  - 046 20 31 75  - 046 20 31 76  - 046 20 31 78,. IMPOTS Direction,Tiaret,"14"
"248","TIARET,Cité CIA La Colline Lotissemen,Tiaret",35.3708689,1.3217852,"46203170",. IMPOTS Direction,Tiaret,"14"
"249","TIARET,Cité Freres Guittoune,Tiaret",35.3603243,1.3370155,046 20 31 73  - 046 20 52 94,. IMPOTS Direction,Tiaret,"14"
"250","MAHDIA,Rue Abdelkrim,Tiaret",35.3603243,1.3370155,046 46 32 93  - 046 46 36 77,. IMPOTS Direction,Tiaret,"14"
"251","DAHMOUNI,Cité Dahmouni,Tiaret",35.416323,1.4265613,046 24 14 41  - 046 24 15 81,. IMPOTS Direction,Tiaret,"14"
"252","SOUGUEUR,Boulevard Si Abdelghani,Tiaret",35.1828846,1.4861369,"46431118",. IMPOTS Direction,Tiaret,"14"
"253","SOUGUEUR,Cité Derouiche AEK,Tiaret",35.1857422,1.4935025,046 28 90 59  - 046 28 90 62  - 046 28 96 09  - 046 28 96 38  - 046 28 96 42  - 046 28 96 94,. IMPOTS Direction,Tiaret,"14"
"254","TIARET,Place Des Martyrs,Tiaret",35.3603243,1.3370155,046 20 31 74  - 046 20 31 77,. IMPOTS Direction,Tiaret,"14"
"255","SOUGUEUR,Cité 50 Logts,Tiaret",35.1857422,1.4935025,046 28 92 98  - 046 28 93 13,. IMPOTS Direction,Tiaret,"14"
"256","KSAR CHELLALA,Hai El Moustakbal,Tiaret",35.3603243,1.3370155,"46363179",. IMPOTS Direction,Tiaret,"14"
"257","RAHOUIA,Rue Bensakhria,Tiaret",35.5370982,1.0264196,046 35 61 38  - 046 35 61 42,. IMPOTS Direction,Tiaret,"14"
"258","FRENDA,Cité Rabah Ben Messaoud,Tiaret",35.0638421,1.0572065,046 30 22 11  - 046 30 22 33  - 046 30 22 44  - 046 30 22 55,. IMPOTS Direction,Tiaret,"14"
"259","TIARET,Cité Sonatiba 2,Tiaret",35.3603243,1.3370155,046 22 55 41  - 046 22 55 42  - 046 22 55 49  - 046 22 55 50  - 046 22 55 52  - 046 22 55 54  - 046 22 55 82  - 046 22 60 74,. IMPOTS Direction,Tiaret,"14"
"260","DAHMOUNI,Rue Ibn Khaldoun,Tiaret",35.3603243,1.3370155,"46241444",. IMPOTS Direction,Tiaret,"14"
"261","TIARET,Boulevard 1er Novembre,Tiaret",35.3603243,1.3370155,046 20 31 79  - 213 471243418,. IMPOTS Direction,Tiaret,"14"
"262","TIARET,Route d'Alger,Tiaret",35.3603243,1.3370155,046 20 84 27  - 046 20 84 28  - 046 20 84 29  - 046 20 84 33  - 046 20 85 17  - 046 20 85 98,. IMPOTS Direction,Tiaret,"14"
"263","KSAR CHELLALA,Hai El Amel,Tiaret",35.2181066,2.3153581,"46363180",. IMPOTS Direction,Tiaret,"14"
"264","DAHMOUNI,Rue Ben Badis,Tiaret",35.3602237,1.3369821,"46241429",. IMPOTS Direction,Tiaret,"14"
"265","OUADHIAS,Ouadhia,Tizi Ouzou",36.5559997,4.0882933,026 32 46 19  - 026 32 53 30,. DIRECTION DES IMPOTS,Tizi Ouzou,"15"
"266","TIZI OUZOU,Cité Mohamed Boudiaf Tizi-ouzo,Tizi Ouzou",36.713548,4.0473075,026 18 23 29  - 026 20 21 55,. DIRECTION DES IMPOTS,Tizi Ouzou,"15"
"267","AIN EL HAMMAM,Cite des Fonctionnaires,Tizi Ouzou",36.5698193,4.3120324,"26488641",. DIRECTION DES IMPOTS,Tizi Ouzou,"15"
"268","AIN EL HAMMAM,Rue Colonel Amirouche,Tizi Ouzou",36.5723525,4.3085895,"26488643",. DIRECTION DES IMPOTS,Tizi Ouzou,"15"
"269","AIN EL HAMMAM,Cité 146 Logements,Tizi Ouzou",36.5698193,4.3120324,"26261132",. DIRECTION DES IMPOTS,Tizi Ouzou,"15"
"270","TIZI OUZOU,Gare Routiere,Tizi Ouzou",36.7096007,4.0342634,026 12 31 20  - 026 12 31 57,. DIRECTION DES IMPOTS,Tizi Ouzou,"15"
"271","TIZI OUZOU,Cité 60 Logements Tours Villas,Tizi Ouzou",36.7156028,4.0408071,"26123153",. DIRECTION DES IMPOTS,Tizi Ouzou,"15"
"272","TIZI OUZOU,Gare Routière,Tizi Ouzou",36.7096007,4.0342634,"26123152",. DIRECTION DES IMPOTS,Tizi Ouzou,"15"
"273","TIZI OUZOU,Avenue Abane Ramdane,Tizi Ouzou",36.7114351,4.0526247,026 12 31 47  - 026 12 31 64,. DIRECTION DES IMPOTS,Tizi Ouzou,"15"
"274","TIGZIRT,Centre Ville,Tizi Ouzou",36.8919195,4.129222,026 15 82 65  - 026 15 82 68,. DIRECTION DES IMPOTS,Tizi Ouzou,"15"
"276","OUAGUENOUN,Centre Tikobaine,Tizi Ouzou",36.7701747,4.1750149,"26440611",. DIRECTION DES IMPOTS,Tizi Ouzou,"15"
"277","TIZI OUZOU,Cite 60 Logts Tours Villa,Tizi Ouzou",36.715907,4.0442389,026 12 31 24  - 026 12 31 38  - 026 12 31 39  - 026 12 31 41  - 026 12 31 42  - 026 12 31 46  - 026 12 31 54  - 026 12 31 55  - 026 12 31 60  - 026 12 31 70  - 026 19 61 99,. DIRECTION DES IMPOTS,Tizi Ouzou,"15"
"278","OUADHIAS,Rue Bettouche,Tizi Ouzou",36.5559997,4.0882933,"26324245",. DIRECTION DES IMPOTS,Tizi Ouzou,"15"
"279","OUADHIAS,Route Nationale N°30,Tizi Ouzou",36.5559997,4.0882933,"26324118",. DIRECTION DES IMPOTS,Tizi Ouzou,"15"
"280","TIZI RACHED,Vlage Tizi Rached,Tizi Ouzou",36.678519,4.2080342,026 31 97 09  - 026 31 97 12,. DIRECTION DES IMPOTS,Tizi Ouzou,"15"
"281","TIZI OUZOU,Boulevard Krim Belkacem,Tizi Ouzou",36.702535,4.0598459,026 11 71 54  - 026 12 31 22  - 026 12 31 56,. DIRECTION DES IMPOTS,Tizi Ouzou,"15"
"282","DRAA EL MIZAN,Rue Abane Ramdane,Tizi Ouzou",36.7293241,3.6624823,"26135613",. DIRECTION DES IMPOTS,Tizi Ouzou,"15"
"283","DRAA BEN KHEDDA,Draa Ben Khadda,Tizi Ouzou",36.7292574,3.9669368,026 43 42 56  - 026 43 42 63,. DIRECTION DES IMPOTS,Tizi Ouzou,"15"
"284","OUACIFS,Rue D'en Haut,Tizi Ouzou",36.5202249,4.2039684,026 33 11 40  - 026 33 16 11  - 026 33 18 62  - 026 33 19 96,. DIRECTION DES IMPOTS,Tizi Ouzou,"15"
"285","BOGHNI,Boghni,Tizi Ouzou",36.5329303,3.9611136,"26283277",. DIRECTION DES IMPOTS,Tizi Ouzou,"15"
"286","MEKLA,Mekla,Tizi Ouzou",36.6871278,4.2669219,"26372129",. DIRECTION DES IMPOTS,Tizi Ouzou,"15"
"287","MAATKAS,Centre Ville,Tizi Ouzou",36.6047939,3.9843693,"26138446",. DIRECTION DES IMPOTS,Tizi Ouzou,"15"
"289","BENI DOUALA,Place de la Mairie,Tizi Ouzou",36.6208712,4.0817582,"26406306",. DIRECTION DES IMPOTS,Tizi Ouzou,"15"
"290","AZAZGA,Rue du 20 Aout,Tizi Ouzou",36.7452064,4.3706572,"26141461",. DIRECTION DES IMPOTS,Tizi Ouzou,"15"
"291","AZEFFOUN,Azeffoun,Tizi Ouzou",36.8889179,4.4221618,"26450525",. DIRECTION DES IMPOTS,Tizi Ouzou,"15"
"293","ILOT 1,AGHRIBS,Village Agouni Oucharki,Tizi Ouzou",36.8094545,4.3180155,"26452161",. DIRECTION DES IMPOTS,Tizi Ouzou,"15"
"294","ILOT 87,BOUZEGUENE,Cité 56 Logements,Tizi Ouzou",36.617695,4.4767763,026 14 64 55  - 026 14 64 56,. DIRECTION DES IMPOTS,Tizi Ouzou,"15"
"296","LARBAA NATH IRATHEN,Route Ledjnane,Tizi Ouzou",36.6393158,4.2043029,"26493121",. DIRECTION DES IMPOTS,Tizi Ouzou,"15"
"297","DRAA EL MIZAN,Cité Emir Abdelkader,Tizi Ouzou",36.53572,3.8364355,026 13 41 88  - 026 13 41 89,. DIRECTION DES IMPOTS,Tizi Ouzou,"15"
"298","TIZI OUZOU,Cite Mouloud Feraoun,Tizi Ouzou",36.717083,4.0525043,026 11 00 04  - 026 11 02 50  - 026 11 58 67  - 026 12 31 51,. DIRECTION DES IMPOTS,Tizi Ouzou,"15"
"299","EL MAGHARIA,Cite El Moustakbal,Alger",36.7356787,3.1108465,"21779260",. IMPOTS,Alger,"16"
"300","HUSSEIN DEY,Rue Tripoli,Alger",36.7406754,3.1041798,"21777016",Direction d'El Harrach IMPOTS,Alger,"16"
"301","KHRAISSIA,Khraissia,Alger",36.6679107,2.9982768,"23313255",. INSPECTION DES IMPOTS KHRAICIA,Alger,"16"
"302","EL HARRACH,Rue Sidi Okba,Alger",36.7273223,3.1358672,023 74 97 29  - 023 74 97 29,. IMPOTS Direction Générale,Alger,"16"
"303","AIN BENIAN,Cite 42 Logts,Alger",36.800402,2.9181427,"23225881",. Direction Des Impots D'alger Ouest,Alger,"16"
"304","HUSSEIN DEY,Rue Boudjemaa Moghni,Alger",36.7388579,3.1005586,023 77 84 91  - 023 77 84 91,. RECETTE DES IMPOTS D'EL-MAGHARIA,Alger,"16"
"305","HAMMAMET,Bd Hamid Kebladj,Alger",36.8137559,2.9733997,"23062450",. IMPOTS Direction Géneral Hammamet,Alger,"16"
"306","EL MOURADIA,Rue Aissa Laalem,Alger",36.7423081,3.0537512,021 69 05 37  - 021 69 75 33,. IMPOTS RECETTE,Alger,"16"
"307","LES EUCALYPTUS,Cite Ouled El Hadj,Alger",36.6598831,3.1602025,021 50 15 46  - 023 89 31 97,INSPECTION IMPOTS,Alger,"16"
"308","HYDRA,Rue Timgad (Ali Ouazane),Alger",36.7442702,3.0439102,"21607342",Recette HYDRA DIRECTION DES IMPOTS ALGER CENTRE,Alger,"16"
"309","EL HARRACH,Rue Freres Zeghnoun,Alger",36.7281297,3.1387624,"21530948",. IMPOTS Direction Générale,Alger,"16"
"310","DJASR KACENTINA,Ain Naadja,Alger",36.7044726,3.0826673,"23566695",. IMPOTS INSPECTION Org,Alger,"16"
"311","EL BIAR,Rue Des Ecoles,Alger",36.7715119,3.031841,"21923341",. DIRECTION DES IMPOTS D'ALGER OUEST,Alger,"16"
"312","EL ACHOUR,Alger",36.7381334,2.9868256,"23300277",Inspection IMPOTS,Alger,"16"
"313","DRARIA,Rue Kheniche,Alger",36.7125756,2.9978235,"23349086",. IMPOTS,Alger,"16"
"314","DOUERA,Rue Medas,Alger",36.6816061,2.9616215,"21417252",Inspection IMPOTS,Alger,"16"
"315","DOUERA,Rue Abziou,Alger",36.6703738,2.9414334,"23328521",Inspection IMPOTS,Alger,"16"
"316","DAR EL BEIDA,Rte Du Genie,Alger",36.7212376,3.2091787,021 50 78 71  - 021 50 89 25  - 023 80 12 65  - 023 80 12 65,. IMPOTS,Alger,"16"
"317","DAR EL BEIDA,Cite Freres Benrabah,Alger",36.7085589,3.2087271,023 81 04 96  - 023 81 04 96,. RECETTE DES IMPOTS DE DAR EL BEIDA,Alger,"16"
"318","KOUBA,Place Aichaoui Mohamed,Alger",36.728118,3.082133,023 77 79 37  - 023 77 79 37,Recette Kouba Ben Omar IMPOTS,Alger,"16"
"319","EL HARRACH,Alger",36.7209669,3.1376625,"21833777",. IMPOTS Direction Générale,Alger,"16"
"321","KOUBA,Place De La Mairie,Alger",36.7337403,3.0862838,023 78 62 06  - 023 78 62 06,Recette Kouba Garidi IMPOTS,Alger,"16"
"322","DJASR KACENTINA,Cite 1074 Logts,Alger",36.6972546,3.0747191,"21221818",. IMPOTS INSPECTION Org,Alger,"16"
"323","IMPOTS,BIR MOURAD RAIS,Cite Said Hamdine,Alger",36.7621838,3.047713,"23536635",. DIRECTION DES IMPOTS D'ALGER CENTRE,Alger,"16"
"324","BABA HASSEN,Rue Des Freres Kaci,Alger",36.6955179,2.9748092,"23353739",Inspection IMPOTS,Alger,"16"
"325","AIN TAYA,Rue Colonel Amirouche,Alger",36.7941454,3.2903027,"23954691",. IMPOTS,Alger,"16"
"326","SIDI M'HAMED,Rue Colonel Mohamed Chabani,Alger",36.7644669,3.051774,021 64 72 26  - 021 73 40 82,Sous Direction des Impots Directes DIRECTION DES IMPOTS,Alger,"16"
"327","SIDI M'HAMED,Place Du Perou,Alger",36.7697009,3.0570504,021 71 01 51  - 021 71 38 46  - 021 71 38 66  - 021 71 38 72  - 021 71 38 73  - 021 71 91 60  - 021 71 98 11  - 021 74 53 71,. DIRECTION DES IMPOTS D'ALGER OUEST,Alger,"16"
"328","ROUIBA,Lot Communal,Alger",36.7358928,3.2779879,"23862805",. La Direction des Impots d'Alger Est.,Alger,"16"
"329","ROUIBA,Lot Du Lycee,Alger",36.7348388,3.2659727,023 86 28 01  - 023 86 28 02  - 023 86 28 03  - 023 86 28 04  - 023 86 28 06  - 023 86 29 30  - 023 86 30 75,. La Direction des Impots d 'Alger Est,Alger,"16"
"330","ROUIBA,Rte de Ain Taya,Alger",36.7634342,3.2875382,023 71 61 07  - 023 71 61 08  - 023 71 61 09  - 023 71 61 10  - 023 71 61 12  - 023 71 61 13  - 023 71 61 14  - 023 71 61 24  - 023 71 61 53  - 023 71 61 53,La Direction des Impots d'Alger Est,Alger,"16"
"331","SAOULA,Rue du Stade,Alger",36.7047315,3.0214202,"21356575",Inspection IMPOTS,Alger,"16"
"332","ZERALDA,Centre des Affaires,Alger",36.7100015,2.8449903,"21326004",. IMPOTS INSPECTION,Alger,"16"
"333","CHERAGA,Rue Mohamed Boudiaf,Alger",36.7620342,2.9612284,"23363492",. DIRECTION DES IMPOTS D'ALGER OUEST,Alger,"16"
"334","SIDI M'HAMED,Rue Rabah Maidat,Alger",36.753768,3.0587561,"21647227",Sous Direction des Impots Directes DIRECTION DES IMPOTS,Alger,"16"
"335","OULED FAYET,Rue Kouchi Ahmed,Alger",36.7364441,2.9505409,023 28 03 02  - 023 28 03 04,. DIRECTION ET INSPECTION DES IMPOTS,Alger,"16"
"336","STAOUALI,Rue Hadjri Ahmed,Alger",36.7711625,3.0297249,"21393347",. DIRECTION DES IMPOTS,Alger,"16"
"337","HUSSEIN DEY,Cité Amirouche,Alger",36.7388254,3.0948826,023 77 25 08  - 023 77 25 08,. RECETTE DES IMPOTS DE FERNANE HANAFI,Alger,"16"
"338","BOUZAREAH,Place Ryabi,Alger",36.775758,3.003886,"23181874",D'ALGER OUEST DIRECTION DES IMPOTS,Alger,"16"
"339","MOHAMMADIA,Pins Maritimes,Alger",36.7373,3.15437,"21219661",. IMPOTS RECETTE,Alger,"16"
"340","OUED SMAR,Rue Habat Mohamed,Alger",36.7100479,3.1614046,"23926713",. IMPOTS Direction Générale,Alger,"16"
"341","OUED KORICHE,Avenue Askri Ahcene,Alger",36.787327,3.0491561,"23172249",. DIRECTION DES IMPÔTS D'ALGER OUEST,Alger,"16"
"342","MOHAMMADIA,Cite 632 Logts,Alger",36.7303904,3.1472242,023 82 51 53  - 023 82 51 53,. IMPOTS RECETTE,Alger,"16"
"343","MOHAMED BELOUIZDAD,Rue Mohamed Belouizdad,Alger",36.7487881,3.0686633,021 67 01 00  - 021 67 01 15,. IMPOTS,Alger,"16"
"344","LES EUCALYPTUS,Cite Cherarba,Alger",36.6562422,3.1754557,"23890287",. IMPOTS Direction Générale,Alger,"16"
"345","CHERAGA,Rue Arbadji Salah,Alger",36.7669485,2.9557608,"21367737",. Direction Des Impots D'alger Ouest,Alger,"16"
"346","DELY IBRAHIM,Cité Ain Allah,Alger",36.7526005,2.990057,023 24 12 47  - 023 24 12 48  - 023 24 12 49  - 023 24 12 50  - 023 24 14 11  - 023 24 14 28  - 023 24 14 29  - 023 24 14 30,. DIRECTION DES IMPOTS D'ALGER OUEST,Alger,"16"
"347","CHERAGA,Rte Nale,Alger",36.7579123,2.9532202,"23363509",. Direction Des Impots D'alger Ouest,Alger,"16"
