id,nom,email,adresse,wilaya,code_wilay,tel,fax,long,lat
"113",702 - Agence AIN EL KEBIRA,againelkebira702@bna.dz,Cité des 100 Logts - Bt D - 19400 Ain El Kebira - W. Sétif,Setif,"19",(036) 59 62 00 - (036) 59 66 13 - (036) 59 66 12 - (036) 59 62 72,,5.5075105,36.3695684
"114",703 - Agence SETIF,agsetif703@bna.dz,500 Logts Hachemi Sétif -W. SETIF-,Setif,"19",(036) 63 14 81 - (036) 63 15 00 - (036) 63 15 01,(036) 63 15 02,5.4219385,36.2013138
"115",704 - AP SETIF,apsetif704@bna.dz,Cité Bouaroua 29 - rue Zeghlaoui Rabah- 19000 Sétif,Setif,"19",(036) 66 96 20 / 21 - (036) 66 96 25 - (036) 66 96 24,(036) 66 96 05 - (036) 66 96 24,5.4345432,36.1928507
"116",706 - Agence EL EULMA,ageleulma706@bna.dz,Rue mustapha ahmed bendadi - El Eulma 19600 W. Sétif,Setif,"19",(036) 47 15 95 - (036) 47 11 45/ 65/ 66/ 89,(036) 47 11 11,5.6931356,36.1443099
"117",711 - Agence SETIF,agsetif711@bna.dz,Cité financière Avenue de I'ALN 19000 Sétif,Setif,"19",(036) 51 22 06/ 28/ 32,(036) 51 22 28,5.4119953,36.1946743
"118",712 - Agence Park Mall,agparkmall712@bna.dz,Centre commercial et de loisir park Mall Cne Setif,Setif,"19",(036) 81 40 72 /73 /74,(036) 81 40 75,5.410209,36.1908453
"119",724 - Agence SAIDA,,11 Rue Chebli Mokhtar - 20000 Saïda,Saïda,"20",(048) 41 34 51/ 59/ 76 - (048) 41 30 21,(048) 41 34 76/ 82,0.1456055,34.8415207
"120",485 - Agence AZZABA,agazzaba485@bna.dz,Bd Mohamed Boudiaf - 21300 Azzaba W.Skikda,Skikda,"21",(037) 95 04 17/ 18/ 19/ 21,(037) 95 04 18,7.1118231,36.7435734
"121",487 - Agence COLLO,agcollo487@bna.dz,Rue de Palestine - 21200 Collo,Skikda,"21",(038) 90 53 48/ 49/ 50,(038) 90 53 48/ 49,6.5557168,36.9981614
"122",743 - AP SKIKDA,apskikda743@bna.dz,Les Allées - Cité du 20 Août 1955 21000 Skikda,Skikda,"21",(038) 70 77 65 - (038) 70 28 77/ 83 - (038) 70 12 60/ 67 - (038) 72 15 58,(038) 70 28 83 - (038) 72 24 43,6.9094743,36.8627187
"123",744 - Agence SKIKDA,agskikda744@bna.dz,26 Rue Didouche Mourad – W. Skikda,Skikda,"21",(038) 76 15 11 - (038) 76 15 16,(038) 76 15 14 - 76 15 08,3.0541387,36.768298
"124",773 - AP SIDI BEL ABBES,apsidibelabbes773@bna.dz,09 Rue Ali Boumendjel - BP 57 - 22000 Sidi Bel Abbès,Sidi Bel Abbès,"22",(048) 74 20 68/ 69,(048) 74 20 80,-0.6326731,35.1902626
"125",482 - Agence ANNABA,agannaba482@bna.dz,Cité du 08 Mars -B Plaine Ouest Annaba,Annaba,"23",(038) 43 76 78 - (038) 41 76 80 - (038) 41 25 40,(038) 43 76 86 - (038) 41 25 40,7.7308918,36.8907076
"126",810 - AP ANNABA,apannaba810@bna.dz,Place de l'Esplanade - 23000 Annaba,Annaba,"23",(038) 45 58 98 - (038) 45 59 04/ 05/ 06,(038) 45 58 97 - (038) 54 59 02,7.7426673,36.9142081
"127",811 - AP ANNABA,apannaba811@bna.dz,17 Cours de la Révolution - BP 30.93 RP - 23000 Annaba,Annaba,"23",(038) 45 94 14/ 28/ 40,(038) 45 94 15,7.760608,36.8992267
"128",813 - Agence ANNABA,agannaba.b.813@bna.dz,Angle des rues Tindjoub et Hassiba Beida - 23000 Annaba,Annaba,"23",(038) 44 18 72 - (038) 44 42 97 - (038) 44 02 81,(038) 44 18 72 - (038) 44 34 00,7.7426673,36.9142081
"129",815 - Agence EL BOUNI,agelbouni815@bna.dz,19 Cité des 850 Logts - El Bouni - 23000 Annaba,Annaba,"23",(038) 56 94 88/ 97,(038) 56 94 87,7.7422816,36.851288
"130",816 - Agence GUELMA,agguelma816@bna.dz,Rue Zedadra Hocine - 24000 Guelma,Guelma,"24",(037) 15 00 61 (037)15 00 57 / 62,(037) 15 00 55 - 15 00 59,7.4315482,36.4622793
"131",488 - Agence OUED ZENATI,agouedzenati488@bna.dz,Cité 50 Logts - BP 02 - 24300 Oued Zenati,Guelma,"24",(037) 27 53 33 - (037) 27 55 13 - (037) 27 44 34,(037) 27 41 27 - (037) 18 00 61/ 62,7.1657362,36.3100347
"132",832 - Agence CONSTANTINE PYRAMIDE,agpyramide832@bna.dz,Avenue de l’Indépendance (Coudiat) - 25000 Constantine,Constantine,"25",(031) 93 21 90,(031) 91 21 59,6.6055661,36.362245
"133",835 - Agence EL KHROUB,agelkhroub835@bna.dz,Cité administrative n° 761 Partie B El Khroub Constantine,Constantine,"25",(031) 76 73 19 - (031) 76 73 17 - (031) 76 73 73,(031) 76 73 17 - (031) 76 73 73,6.7014537,36.2593314
"134",844 - Agence DAKSI,agdaksi844@bna.dz,Cité Mentouri (ex- Le Bosquet) Sidi Mabrouk - 25000 Constantine,Constantine,"25",(031) 62 47 88 - (031) 62 47 90 - (031) 61 24 70,(031) 62 47 90 - (031) 61 24 70,6.6389031,36.3593882
"135",845 - AP CONSTANTINE,apconstantine845@bna.dz,01 Place du 1er Novembre – Constantine,Constantine,"25",(031) 87 31 36 - (031) 87 22 16,(031) 87 31 36 - (031) 64 22 16,6.6101691,36.3655255
"136",848 - Agence HAMMA BOUZIANE,aghammabouziane848@bna.dz,191 Ave. de l'ALN - Hamma Bouziane Constantine,Constantine,"25",(031) 84 06 11/ 41/ 42/ 43/ 44/ 46,(031) 84 06 17,6.6422117,36.370049
"137",850 - AP FILLALI,agfilali850@bna.dz,Cité des Frères Fillali - 25005 Constantine,Constantine,"25",(031) 92 92 22 - (031) 92 92 24,(031) 92 63 50,6.6390282,36.3570052
"138",840 - AP AIN SMARA,apainsmara840@bna.dz,Lot Communal n°158 - 25140 Aïn Smara,Constantine,"25",(031) 97 38 15 /17 - 97 43 95 - (031) 97 38 37 / 44 - (031) 97 38 71,(031) 97 43 95,6.5176259,36.2803396
"139",834 - Agence AIN EL BEY,againelbey834@bna.dz,Lotissement UV 07 Ali Mendjeli - Constantine,Constantine,"25",(031) 77 67 00 (031) 77 66 78,(031) 77 67 02,6.5658935,36.2538303
"140",849 - Agence BERROUAGHIA,agberroughia849@bna.dz,Cité des 400 Logts – Berrouaghia - W. Médéa,Médéa,"26",(025) 77 67 69 - (025) 77 67 71 - (025) 77 67 72,(025) 77 67 70,2.9189942,36.1397978
"141",851 - AP MEDEA,apmedea851@bna.dz,01 Rue des Frères Bachène - 26000 Médéa,Médéa,"26",(025) 80 40 55 - (025) 80 40 56 - (025) 80 40 66 - (025) 80 40 63 - (025) 80 40 60,(025) 80 40 67 - (025) 80 40 62 - (025) 80 40 61,2.7616273,36.2691496
"142",857 - Agence BERROUAGHIA,agberrouaghia857@bna.dz,Complexe POVAL (Ex : Sonacome) 26600 Berrouaghia - W. Médéa,Médéa,"26",(025) 57 91 55,(025) 57 91 30,2.9347639,36.1353526
"143",858 - Agence KSAR EL BOUKHARI,agksarelboukhari858@bna.dz,Bd Ahmed Zouaoucha - 17200 Ksar El Boukhari - W. Médéa,Médéa,"26",(025) 69 19 43/ 44 - (025) 69 23 55 - (025) 69 23 10,(025) 69 23 22 - (025) 69 19 40,2.7488447,35.8763773
"144",871- Agence MOSTAGANEM,agmostaganem871@bna.dz,12 Rue Benhamdada Sadek Immeuble Le Dahra - 27000 Mostaganem,Mostaganem,"27",(045) 42 77 39/ 40/ 45/ 47,(045) 42 77 43/ 41,0.0831543,35.9303512
"145",876 - AP MOSTAGANEM,apmostaganem876@bna.dz,01 Ave Benyahia Belkacem - Palais Consulaire - 27000 Mostaganem,Mostaganem,"27",(045) 41 34 02 /03 /04 (045) 41 32 32,(045) 41 34 07/ 00,0.0908287,35.9314911
"146",878 - Agence MOSTAGANEM,agmostaganem878@bna.dz,Rue Bensâadoune Menouar Face Cinéma Afrique - 27000 Mostaganem,Mostaganem,"27",(045) 41 64 51/ 52/ 53/ 55,(045) 41 64 52/ 53,0.0909414,35.9311454
"147",701 - Agence BOUSSAADA,agbousaada701@bna.dz,Centre Commercial - 28200 Boussaâda - W. M'Sila,M'Sila,"28",(035) 43 41 22/ 23,(035) 43 41 22,4.181463,35.2163516
"148",707 - Agence AIN EL MELH,againelmelh707@bna.dz,Centre Commercial - 28400 Ain El Melh - W. M'Sila,M'Sila,"28",(035) 47 85 41,(035) 47 84 48,4.1618039,34.8467202
"149",708 - Agence SIDI AISSA,agsidiaissa708@bna.dz,Cité du 5 juillet Route Nationale n°08 - 28002 Sidi Aïssa - W. M'Sila,M'Sila,"28",(035) 40 54 52/ 67/ 72 - (035) 40 60 33,(035) 40 54 72,3.774373,35.885157
"150",901 - Agence M'SILA,agmsila901@bna.dz,Cité administrative rue Chenouf Abdelkader - 28000 M'Sila,M'Sila,"28",(035) 33 85 38 - (035) 33 88 06 - (035) 33 88 71 - 33 85 79,(035) 33 85 16,4.5233423,35.7186646
"151",546 - Agence SIG,agsig546@bna.dz,N° 177 Boulevard de l’indépendance SIG - 29300 - W. Mascara,Mascara,"29",(045) 64 97 88 / 64 98 22,(045) 64 97 51,-0.1894458,35.5313614
"152",920 - Agence MASCARA,agmascara920@bna.dz,Place Emir Abdelkader -29000 Mascara,Mascara,"29",(045) 75 28 67/ 62/ 61/ 70,(045) 75 28 74/ 69,0.1400257,35.4020988
"153",877 - Agence TIGHENIF,agtighenif877@bna.dz,27 Rue des Martyrs - 29200 Tighennif,Mascara,"29",(045) 97 15 12/ 11/ 14,(045) 97 15 10,0.331317648270423,35.4153734703565
"154",921 - Agence MOHAMMADIA,agmohammadia921@bna.dz,122 Avenue Larbi Ben M’hidi (Route d’Alger) - 29400 Mohammadia,Mascara,"29",(045) 94 32 14/ 12,(045) 94 32 10,0.06542,35.5919096
"155",941 - Agence TOUGGOURT,agtouggourt941@bna.dz,Avenue du 1er Novembre - 30200 Touggourt - W. de Ouargla,Ouargla,"30",(029) 66 26 01/ 27/ 52,(029) 66 25 37,6.0662834,33.1049642
"156",943 - Agence OUARGLA - B,agouarglab943@bna.dz,Avenue Chenine Kaddour - BP 84 30000 Ouargla,Ouargla,"30",(029) 70 07 86 - (029) 70 57 73 - (029) 70 59 21,(029) 70 59 22,5.3363072,31.9550568
"157",944 - Agence OUARGLA,agouargla944@bna.dz,Avenue Colonel Si El Haouès - Ouargla,Ouargla,"30",(029) 70 12 47 - (029) 70 36 77,(029) 70 36 76,5.3335348,31.9527411
"158",946 - AP OUARGLA,apouargla946@bna.dz,Avenue de l'ALN - 30000 Ouargla,Ouargla,"30",(029) 70 15 12 - (029) 76 21 04 - (029) 70 14 11 - (029) 70 18 97 - (029) 70 21 19,(029) 76 21 04 - (029) 70 81 16,5.3277652,31.9591494
"159",947 - Agence HASSI MESSAOUD,aghassimessaoud947@bna.dz,Cité des 1850 Logts - 30100 Hassi Messaoud - W. Ouargla,Ouargla,"30",(029) 79 15 03 - (029) 79 15 01 - (029) 79 15 02,(029) 79 15 00,5.7493813,30.9859091
"160",900 - Agence HAI ESSALEM,aghaiessalem900@bna.dz,04 Place Essalem Hassiba Ben Bouali - lot n°2 Hai Essalem - W. d'Oran,Oran,"31",(041) 35 83 78 - 35 32 43,(041) 35 83 79,-0.6387778,35.6768727
"161",951 - AP ORAN SOUMMAM,aporansoummam951@bna.dz,04 - Boulevard de la Soummam - Hai El Amir - Oran,Oran,"31",(041) 36 16 99,(041) 29 33 26,-0.6471741,35.7030755
"162",953 - Agence ORAN BEN M'HIDI,agoranbenmhidi953@bna.dz,90 Rue Larbi Ben M'Hidi - 31009 Oran,Oran,"31",(041) 33 21 38,(041) 33 55 63 - (041) 33 35 59,-0.636413,35.7031281
"163",954 - Agence ARZEW,agarzew954@bna.dz,Bd Emir Abdel Kader - 31200 Arzew - W. d'Oran,Oran,"31",(041) 77 15 46,(041) 77 15 44/ 45/ 47,-0.3096606,35.8577443
"164",957 - Agence ORAN,agoran957@bna.dz,54 Ave Aspirant Hamou Mokhtar - 31017 Oran St Eugène,Oran,"31",(041) 28 22 66,(041) 28 31 52,-0.625201,35.698467
"165",958 - Didouche Mourad,agoran958@bna.dz,14 Bd Didouche Mourad -31026 Oran,Oran,"31",(041) 40 78 96,(041) 40 53 62 - (041) 40 29 26,-0.645341,35.6980029
"166",960 - AP ORAN Djillali,aporankhemisti960@bna.dz,06 Rue Ain Temouchent - 31024 Oran,Oran,"31",(041) 36 19 68,(041) 36 19 74,-1.1392792,35.2992698
"167",962 - Agence ES-SENIA,agessenia962@bna.dz,Aérogare Es-Senia - BP 14 - 31100 Es Senia - W.Oran,Oran,"31",(041) 59 11 52,(041) 59 10 69,-0.606133,35.6202476
"168",963 - Agence OUED TLELAT,agouedtlelat963@bna.dz,Rue des Invalides 31140 Oued Tlelat - W. Oran,Oran,"31",(041) 17 72 20,(041) 17 72 17,-0.4487997,35.5522349
"169",965 - Agence ES-SENIA Ville,agesseniaville965@bna.dz,Rue Gherras Bouazza 31100 Es Senia - W.d'Oran,Oran,"31",(041) 56 37 35,(041) 56 37 30,-0.6062277,35.6492018
"170",966 - AP ORAN sidi el houari,aporandjillali966@bna.dz,21 Bd KHEDIM Mustapha - Sidi El Houari - 31024 Oran,Oran,"31",(041) 15 32 87 - (041) 15 35 32,(041) 15 32 88,-0.6526062,35.7036728
"171",967 - Agence AÏN EL TURCK,againelturck967@bna.dz,Niche n°1404 - Trouville - 31009 Aîn El Turck - W.d'Oran,Oran,"31",(041) 44 62 21/23,(041) 44 62 24,-0.7731498,35.7427397
"172",952 - Agence ORAN « Boulanger »,a.oranboulanger952@bna.dz,48 - Avenue de l’ANP – 31006 Oran,Oran,"31",(041) 34 38 66,(041) 24 28 05,-0.6436881,35.6804692
"173",955 - Agence MISSERGHIN,agmisserghin955@bna.dz,Centre commercial -31180 Misserghin – W.d’Oran,Oran,"31",(041) 49 03 53,(041) 19 04 34 - (041) 19 03 53,-0.5992019,35.6346637
"174",969 - Agence OUED TLELAT,agouedtlelat969@bna.dz,Zone industrielle .W oran,Oran,"31",(041) 18 70 62 (041) 18 70 63,(041) 18 70 61,-0.5967369,35.6463472
"175",726 - Agence El Bayadh,agelbayadh726@bna.dz,06 Rue Bey Boukhobza - 32000 El Bayadh,El Bayadh,"32",(049) 61 19 92 - (049) 61 19 86,(049) 61 19 87,1.0303543,33.6854149
"176",945 - Agence DJANET,agdjanet945@bna.dz,76 Ave du Centre-Ville 33100 Djanet - W.lllizi,Illizi,"33",(029) 48 55 78 - (029) 48 56 03,(029) 47 61 46 - (029) 48 55 90,8.4776326,26.4775863
"177",948 - Agence Illizi,agillizi948@bna.dz,Avenue place El Maghreb ELarabi Illizi C.P. 33000,Illizi,"33",(029) 41 16 00 - (029) 41 15 96/ 98,(029) 41 15 97,8.4776326,26.4775863
"178",705 - Agence BORDJ BOU ARRERIDJ,agbordj705@bna.dz,N°1 et 2 Rue Zioui Abdelhamid - 34000 B.B.A,Bordj Bou Arreridj,"34",(035) 73 50 67 - 73 50 80 - (035) 73 50 81 - (035) 73 50 76 - (035) 73 50 50,(035) 73 50 50/ 75,4.7614009,36.0737694
"179",642- Agence DELLYS,agdellys642@bna.dzgdellys642@bna.dz,Cité les Jardins - 35004 Dellys - W. Boumerdès,Boumerdes,"35",(024) 76 48 94/ 95,(024) 76 48 95,3.8882874,36.9187004
"180",643 - Agence BORDJ MENAIEL,agbordjmenaiel643@bna.dz,Rue Larbi Boualem - Bordj Menaïel - 35001 Boumerdès,Boumerdes,"35",(024) 78 47 84/ 85/ 83/ 86,(024) 78 47 83/ 86,3.7195518,36.7433993
"181",631 - Agence THENIA,agthenia631@bna.dz,Rue des Frères BENZERGA Si Mustapha - W. Boumerdès,Boumerdes,"35",(024) 71 02 70/ 71/ 72,(024) 81 04 70/ 72,3.619779,36.7222307
"182",645 - Agence BOUMERDES,agboumerdes645@bna.dz,Centre Commercial El Yasmine - 35000 Boumerdès,Boumerdes,"35",(024) 79 77 33 - (024) 79 79 51/ 52,(024) 79 79 53,3.4730817,36.7536801
"183",489 - Agence EL TARF,ageltarf489@bna.dz,Lot N° 09 - 36000 El Tarf,El Tarf,"36",(038) 30 25 20/ 33 - (038) 30 25 36,(038) 60 25 20 - (038) 30 25 36,8.3076343,36.7576678
"184",812 - Agence EL KALA,agelkala812@bna.dz,Rue du Sahara - 36100 El Kala - W. EI Tarf,El Tarf,"36",(038) 36 21 93 - (038) 36 33 53 - (038) 36 31 00 - (038) 36 29 23 - (038) 36 15 99,(038) 36 21 93 - (038) 36 33 53,8.4408187,36.8856754
"185",411 - Agence TINDOUF,agtindouf411@bna.dz,Bd du 1er Mai cité Guessabi - 37000 Tindouf,Tindouf,"37",(049) 37 07 70,(049) 37 07 69,-8.1398003,27.6719159
"186",277 - Agence TISSEMSILT,agtissemsilt277@bna.dz,Avenue du 1er Novembre -38000 Tissemsilt,Tissemsilt,"38",(046) 57 67 69/ 66,(046) 57 67 65/ 66,1.813098,35.6053781
"187",710 - Agence EL OUED,ageloued710@bna.dz,Cité des 400 Logts - Av du 05 juillet 1962 BT 19 n° 02 - El Oued – 39000,El Oued,"39",(032) 14 11 21/ 23,(032) 14 11 20/ 19,6.8516511,33.367811
"188",315 - Agence KHENCHELA,agkhenchela315@bna.dz,Cité des 90 Logts -Bloc administratif - Khenchela,Khenchela,"40",(032) 72 75 37/ 39 - (032) 72 75 36,(032) 72 75 36 - 72 75 37/39,7.1460155,35.4269404
"189",323 - Agence KHENCHELA,agkhenchela323@bna.dz,Avenue du 1er novembre route des poids lourds - W. Khenchela,Khenchela,"40",(032) 72 61 36 - (032) 72 61 37 - (032) 72 75 86,,7.1460155,35.4269404
"190",814 - Agence SOUK AHRAS,agsoukahras814@bna.dz,Place de L'Indépendance - 41000 Souk Ahras,Souk Ahras,"41",(037) 71 80 59/ 60/ 61/ 62 - (037) 71 05 00,(037) 71 80 60,7.9384033,36.2801062
"191",427 - Agence CHERCHELL,agcherchell427@bna.dz,Route Nationale n°11 - Lot n°91- Partie n°2 Parcelle n°03 42100 Cherchell - W. Tipaza,Tipaza,"42",(024) 34 80 42/ 44 - (024) 34 82 27,(024) 34 80 41,2.2525015,36.5955738
"192",438 - Agence TIPAZA,agtipaza438@bna.dz,RUE DE LA GENDARMERIE TIPAZA. W. TIPAZA,Tipaza,"42",(024) 37 06 52/ 06,(024) 37 06 51,2.4511305,36.591826
"193",439 - Agence HADJOUT,aghadjout439@bna.dz,Cimetière Chrétien Lot n°16 Route de Meurad Hadjout - W.TIPAZA.,Tipaza,"42",(024) 39 77 74 - (024) 39 76 56,(024) 39 77 74,2.4213345,36.5040624
"194",441 - AP KOLEA,apkolea441@bna.dz,16 Rue Souidani Boudjemâa - 42400 Koléa - W.Tipaza,Tipaza,"42",(024) 38 06 98/ 85,(024) 38 06 98/ 85,2.7685791,36.6361195
"195",444 - Agence BOU ISMAIL,agbouismail444@bna.dz,ROUTE NATIONALE N°11 COTE SUD BOU ISMAIL - W.Tipaza,Tipaza,"42",(024) 32 61 30/ 31/ 32,(024) 32 61 23/ 24,-0.6090416,35.6968896
"196",843 - Agence Chelghoum El Aid,agchelghoum843@bna.dz,CitéAffes Ahmed - route Nationale N°5 - Chelghoum El Aid,Mila,"43",(031) 52 91 75 - (031) 42 76 79,(031) 42 76 72,6.1837559,36.1635599
"197",846 - Agence MILA,agmila846@bna.dz,Rue Dehili Salah - 43000 Mila,Mila,"43",(031) 47 39 71 à 72,(031) 47 39 71 à 72,6.2648247,36.451693
"198",833 - Agence TADJENANET,agtadjenanet833@bna.dz,RN n°5 - Cité Ezzaradeb - 43220 Tadjenanet - W.Mila,Mila,"43",(031) 53 21 12 / 33 à 39 - (031) 40 37 16/ 17,(031) 53 21 38 (031) 53 21 34,5.9852421,36.1218328
"199",262 - Agence MILIANA,agmiliana262@bna.dz,Rue Emir Abdelkader - 44200 Miliana,Aïn Defla,"44",(027) 64 92 13 - (027) 64 07 48 - (027) 64 01 63,(027) 64 01 63 - (027) 64 00 98,2.228407,36.3080267
"200",268 - AP AIN DEFLA,apaindefla268@bna.dz,Bd Emir Abdelkader - BP 78 - 44000 Ain Defla,Aïn Defla,"44",(027) 50 61 25/ 26/ 29,(027) 50 61 32/ 34,1.9393815,36.2509429
"201",272 - Agence EL ATTAF,agelattaf272@bna.dz,32 - Rue Med Khemisti - Route Nationale N° 04 - 44300 El Attaf,Aïn Defla,"44",(027) 63 26 71 - (027) 63 21 76,(027) 63 21 76 - (027) 62 15 55,1.6737113,36.2258291
"202",278 - Agence KHEMIS MILIANA,,Rue Djitli Mohamed 44225 Khemis Miliana,Aïn Defla,"44",(027) 56 20 62 - (027) 56 22 33,(027) 56 20 65,2.2343578,36.2609828
"203",725 - Agence MECHERIA,agmecheria725@bna.dz,05 Rue BendahouTahar BP 262 45002 Mecheria - Naama 45002,Naâma,"45",(049) 57 52 28 - (049) 57 41 20 - (049) 57 41 48,(049) 57 48 85,-0.2751123,33.5428376
"204",727 - Agence Ain Sefra,againsefra727@bna.dz,Place Colonel Lotfi 45001 Ain Sefra - W. Naama,Naâma,"45",(049) 56 11 21 - (049) 56 11 32,(049) 56 10 70 - (049) 56 11 21,-0.5782621,32.7591169
"205",730- Agence NAAMA,,Cité 164 logements - rue Haddad Benziane - Tranche 04 - section n°09 Naama - W. Naama,Naâma,"45",(049) 59 67 57 - (049) 59 67 56 - (049) 59 67 59 - (049) 59 67 60,(049) 59 67 61 - (049) 59 67 58,-0.3128659,33.2667317
"206",728 - Agence Ain Temouchent,againtemouchent728@bna.dz,24 Rue Maghnia Sandid Fatma - 46000 AïnTémouchent,Aïn Témouchent,"46",(043) 78 25 66 - (043) 78 12 81 - (043) 78 21 89,(043) 78 55 10,-1.14114964790512,35.291200181993
"207",525 - Agence BENI SAF,agbenisaf525@bna.dz,Rue de la République BP 35 Beni Saf 46001 - W.AinTémouchent,Aïn Témouchent,"46",(043) 74 26 16,(043) 74 23 70,-1.3768856,35.2897861
"208",771 - Agence EL MALLAH,agelmallah771@bna.dz,Bd Med Khemisti - 46007 Mallah W. Ain Témouchent,Aïn Témouchent,"46",(043) 75 72 37 - (043) 75 62 39,(043) 75 65 04,-1.1406886,35.2972405
"209",291 - Agence GHARDAIA,agghardaia291@bna.dz,RN n°1 - Sidi Abbaz - 47132 Bounoura - W.Ghardaia,Ghardaïa,"47",(029) 25 55 51/ 45 - (029) 25 54 44/ 56,(029) 25 54 70/ 44,3.6951311,32.4851756
"210",292 - Agence GHARDAÏA,agghardaia292@bna.dz,Avenue du 1er Novembre - 47000 Ghardaïa,Ghardaïa,"47",(029) 23 40 40/ 70/ 50/ 30/ 10/ 20,(029) 23 40 60,3.687072,32.4778054
"211",294 - Agence BERRIANE,agberriane294@bna.dz,Cité Boudouaia - 47100 Berriane W.Ghardaïa,Ghardaïa,"47",(029) 24 66 20 - (029) 24 60 00,(029) 24 67 40,3.7639061,32.825651
"212",295 - Agence GUERRARA,agguerrara295@bna.dz,Bd des Ecoles - 47110 Guerrara Ghardaïa,Ghardaïa,"47",(029) 26 17 01 - (029) 26 15 96 - (029) 26 18 96 - (029) 26 14 94,(029) 26 14 96,4.5197941,32.7813262
"213",296 - Agence METLILI CHAAMBA,agmetlilichaamba296@bna.dz,Quartier Administratif - 47200 Metlili Chaamba - W. de Ghardaïa,Ghardaïa,"47",(029) 29 24 25 - (029) 29 24 09 - (029) 29 24 26,(029) 29 25 01,3.6031681,32.291202
"214",276 - Agence OUED RHIOU,agouedrhiou276@bna.dz,Rue Touati Mohamed (Face commissariat de police) - 48300 Oued Rhiou,Relizane,"48",(046) 78 80 27/ 24/ 25,(046) 78 80 26/ 24/ 25,0.9247501,35.9770048
"112",338 - Agence,ag.amoucha338@bna.dz,Place du 08 Mai 1945 Amoucha - Sétif,Setif,"19",(036) 71 01 51/ 52/ 53 - (036) 71 00 55,(036) 71 01 52,5.41312585750791,36.3869157661822
"215",869 - Agence RELIZANE,29 Bd Mohamed Khemisti - 48000 Relizane,agrelizane869@bna.dz,Relizane,"48",(046) 72 23 90/ 92/ 89 - (046) 72 24 30/ 31,(046) 72 23 91/ 92,0.558027874649445,35.7451387927248
