num, id, type_agence, nom_agence, code_agence,  wilaya_agence, commune_agence, latitude, longitude, adresse, tel, email, horaires 
539, 3568, "2", "Belhaoua", "1414", "16", "16050", "36.738081", "2.947097", "Route de bouchaoui ouled fayet n", "023 28 00 25", "", ""
540, 3569, "2", "Cheraouti", "1550", "16", "16053", "36.721523", "2.9992208", "Cite 142 logts -bt 11-local 21-draria -alger", "023 33 02 84", "", ""
541, 3570, "1", "DABDABA", "34011", "34", , "31.6302937", "-2.198717517", "ZONE URBAINE HAI ELFATH Numéro 02 DABDABA BECHAR", "0657-29-84-96", "BENLABES.ABDELHAFID@saa.dz", 
542, 3571, "1", "AOUGROUT", "34061", "34", , "28.7023753", "0.338616817", "HAI TABERGHANINE AOUGROUT ADRAR", "0657-29-84-98", "benchachou.nassim@saa.dz", 
543, 3572, "1", "REGGANE", "34071", "34", , "26.7235466", "0.169045615", "RUE AL AMIR ABD ELKADER MARCHE COUVERTE REGGANE ADRAR", "049-97-13-36", "bakhanti.abdelkrim@saa.dz", 
544, 3573, "2", "TAMERT MAHMOUD ", "2884", "28", , "36.73150", "5.05234", "RUE KRIM BELKACEM  BEJAIA ", "034 11 49 83", "tamertmahmoud@saa.dz", 
545, 3574, "2", "HAMZAOUI TAYEB ", "2885", "28", , "36.7462944", "5.0488159", "Promotion Immobilier EDIMCO  lot Numéro 29 Lotissement Numéro 07 lot 112 Bejaia ", "034 11 39 28", "hamzaoui.tayeb@saa.dz", 
546, 3575, "2", "Ahmed - BETTANE ", "2886", "28", , "36.610990", "4.694239", "RUE DA LA GARE sAICH BEJAIA ", "034 86 05 03", "bettane.ahmed@saa.dz", 
547, 3576, "2", "DRISSI Hakim ", "2887", "28", , "36.754296", "5.062073", "Lotissement  Bouali Numéro 5 Sidi Ahmed BEJAIA ", "034 17 54 04", "drissi.hakim@saa.dz", 
548, 3577, "2", "BOURENNANE Sonia", "2888", "0", , "36.6584127", "5.1839433", "cité 68 logs Numéro 01 BAKARO Tichy Bejaia ", "34154467", "bourennane.sonia@saa.dz", 
549, 3578, "2", "TENNOUNE DALIA", "2889", "0", , "36.736655", "5.051041", "Rue GUIFFRI ALI Cité Remla ", "34172898", "aghidali2014@gmail.com", 
550, 3579, "1", "TELAGH", "2407", "22", , "34.785594", "-0.571855", "RUE LIEUTENANT KADDOUR TELAGH, SIDI BEL ABBES ", "048 -78-77-08", "abdelhakem.abdelkader@saa.dz", 
551, 3580, "2", "Mr AMRANE ZAKI", "2459", "22", , "35.185254", "-0.638486", "CITE MUSTAPHA BEN BOULAID Numéro 20 RUE AMARNA , ROUTE DE TELAGH, SIDI BEL ABBES ", "048- 72- 60 -54", "amrane.zakaria@saa.dz", 
552, 3581, "2", "Mme LAZAAR NACERA", "2460", "22", , "35.207644", "-0.626592", "Cité Sidi Djilali zone nord, groupement 199LSPBTS N 12  SIDI BEL ABBES ", "048- 74- 92- 51", "lazaarnacera@gmail.com", 
553, 3582, "2", "Mr NAJJARI MOHAMED NAJIB", "2463", "22", , "35.218449", "-0.613035", "Numéro  01 BLOC 'C' CITE82 LOGEMENT B - ALLAHCITE LE ROCHER  ", "048-76-65-29", "najjari.najibo@gmail.com", 
554, 3583, "2", "Mr  BOUKENTAR   MOHAMED", "2464", "22", , "35.180653", "-0.631072", "CITE173 LOGEMENT BLOC 'B' LOCAL Numéro 05 MAKAM CHAHID SBA ", "048-77-19-81", "boukentarmohammed@gmail.com", 
555, 3584, "2", "  OULD ALI MALEK", "2052", "15", , "36.7018964449078", "4.03682451051377", "RUE DES FRERES BELHADJ IMMEUBLE MENDJEZ TIZI OUZOU ", "(026) 20 02 32", "ouldali.malek@saa.dz", 
556, 3585, "2", "A.G.A. LAKRIB", "2081", "15", , "36.7151001214679", "4.03702849677923", "COOPERATIVE KABYLIA BAT B. TOURS VILLA  T.OUZOU ", "(026) 12 48 55", "lakrib.mehidine@saa.dz", 
557, 3586, "2", " NEMIR NADIA NEE KEDDAR", "2082", "15", , "36.5920949329198", "4.08131012947864", "ROUTE TALA EL HAD, OUADHIAS CENTRE ", "(026) 32 55 81", "nemir.nadia@saa.dz", 
558, 3587, "1", "ANTENNE B-DJILALI", "16011", "9", , "36.48503726751199", "2.8169783468572986", "BOUNAAMA DJILALI BLIDA  ", "025 22 00 90", "saaag16011@gmail.com", 
559, 3588, "1", "ANTENNE O-YAICHE", "16021", "9", , "36.492108724074505", "2.8536926432487597", "CITE 132 LOGTS BT A22 Numéro  11 OULED YAICHE ", "025 20 40 94", "lyes.saadallah1602@gmail.com - saa 16021@gmail.com", 
560, 3589, "1", "ANTENNE CHIFFA", "16111", "9", , "36.461767053479484", "2.7387687031335517", "Rue, FILS DES MARTYRS ZOUAOUI BEN AICHA ", "025 37 99 85", "sahraoui.chemeddine@saa.dz", 
561, 3590, "1", "BOUMEDFAA", "17011", "9", , "36.36623543599395", "2.463994502251903", "RUE DE LA REPUBLIQUE MILIANA AIN DEFLA", "025 54 55 52", "saaboumedfaa@gmail.com", 
562, 3591, "2", "BENILLES MED", "1662", "26", , "36.261636911735096", "2.759108292703258", "22B,RUE DES FRERES KALACHE MEDEA", "025 79 36 70 ", "saa.benilles1850@gmail.com", 
563, 3594, "2", "CHAILI RAFIK", "1664", "9", , "36.56959145486901", "2.911840699515365", "37, RUE MEHIEDDINE KHALED, BOUFARIK", "025 39.50.55", "chaili.rafik@outlook.com", 
564, 3595, "2", "KARA CHERIF", "1665", "42", , "36.586862073268655", "2.434674403514632", "916 LGTS BT B3 C4 N:42 AADL TIPAZA", "024 37 47 45", "karacherif65@gmail.com", 
565, 3596, "2", "BENABAS", "1166", "16", , "36.642117", "2.993136", "CITE CNEP 297 LOGT -BIRTOUTA", "023 59 25 99", "saabirtouta1166@gmail.com", 
566, 3597, "1", "AUTO MOTOR CENTER", "14041", "16", , "36.814025", "2.968841", "404 AVENUE HAMID KEBLAGE-HAMMAMET-ALGER", "021 95 97 37", "saaainbenian@gmail.com", 
567, 3598, "2", "ALLLOU  MOURAD", "1279", "16", , "36.74782", "3.18994", "Numéro 04 Avenue Colonel Bouguerra,Bordj el Kiffan,Alger", "021 20 29 36", "allou.mourad@saa.dz", 
568, 3601, "2", "mabed ahmed", "1280", "16", , "36.72108", "3.19976", "Cité AADL 02,EL Moussalaha Al Wataniya Bt26 Numéro 14 Bab Ezzouar", "023.83.72.94", "mabed.ahmes@saa.dz", 
569, 3602, "2", "touazi mourad", "1281", "16", , "36.76962", "3.23295", "CITE 216 LOGT BT 11 LOCAL Numéro 01 BORDJ EL KIFFAN ", "023 71 43 06", "touazi.mourad@saa.dz", 
570, 3603, "2", "BELLIH Meriem ", "1282", "16", , "36.71411", "3.21362", "Cité 1er Novembre lot 24 Numéro 74 DAR EL BEIDA   ", "023 82 37 85  - 023 82 31 88", "belli.meriem@saa.dz", 
571, 3604, "2", "labaci walid ", "1283", "16", , "36.73474", "3.232313717", "cite el hamz 04 Numéro 46 DAR EL BEIDA ", "023 85 63 71", "labaci.walid@saa.dz", 
572, 3605, "2", "FERHA  ABDELHAMID", "12771", "16", , "36.60952", "3.08875", "CITE CHATEAU ROUGE,ROUTE NATIONALE Numéro 08 LOT Numéro 90 LOCAL 'E' EUCALYPTUS ", "021 50 36 24", "ferha.abdelhamid@saa.dz ", 
